scrapping_date,one_reviews_text,review_date,review_rating,size,review_title
2022-05-21 21:00:44.762362,"
The item arrived on time, no delays. The package was well done and felt very safe for what was inside.Connecting the headset to Wi-Fi and starting up + playing a game was like breeze. There is no detailed user manual but there is a start-up document inside the package. There is a small booklet which explains about the headset but I am not sure if that will help to deal with any problems connecting internet and playing games. Best is to check online as there are a ton of videos and forums.Personally, I had no problem to start up but had lot of issues connecting to a PC. Wireless connection was a little hassle in the beginning, but found resources online.Wired was pretty easy but you need to know the steps to do it, you can find it online too.Overall I am giving it a 5-star rating. The experience is amazing, although it could be a little stressful to the eyes and will get used to it after couple of times.Good luck!!
","Reviewed in Canada on September 11, 2021",5,Style: 128 GB Headset,"
Its Oculus Quest 2 and what can I say!!
"
2022-05-21 21:00:44.780314,"
My strap broke on one arm after 5 month purchase. I contacted the Oculus Support, filled out the form, submitted all the information they required.  After a month of waiting, Oculus Support sent me an email today and it says ""......Based on all the information you provided, we would like your Quest 2 Elite Strap returned for further review and have a replacement Quest 2 Elite Strap sent to you. Note: this replacement may be refurbished. ""It has been a really long process and frustrating experience. The strap was broken within 6 months, and it's been over one month since I contacted Oculus. Now Oculus ask me to return it and then replace it (potentially with a refurbished one) subject to review? and I don't even know when I will be able to receive it!
","Reviewed in Canada on May 31, 2021",1,Style: Elite 2 Strap,"
The strap is extremely fragile
"
2022-05-21 21:00:44.795201,"
To start off, I want to make it known that the Elite Strap has a well-known manufacturing issue causing premature wear and cracking of the side straps. Oculus has gone so far as to pull the product off the market for a period of time, and extend their warranty to 2 years from 1. You won't need that warranty though, it will crack on you within weeks/months. Oculus tech support will also give you the run around and eventually tell you they have to ""troubleshoot your issue"" to figure out a way to solve it.I actually own of these straps for two different headsets. One strap failed so catastrophically that the plastic was literally crumbling in my hands, and the other side of the strap was also cracking in multiple places. The second strap has multiple horizontal hair line cracks, as well as vertical cracks developing.Is the headset comfortable? Totally, it's far more comfortable than the stock strap, but you're basically stuck once it cracks (and it will). Just buy a 3rd party product, it's way cheaper and it's not going to self-destruct on you, the warranty service will probably be better too. If you still want to buy this one, go ahead, but when it breaks, don't say I didn't warn you.
","Reviewed in Canada on March 23, 2021",1,Style: Elite 2 Strap,"
STAY AWAY - buy a 3rd party strap instead.
"
2022-05-21 21:00:44.809293,"
Product is so bad, I have no idea where to start.1- the device is very heavy on your face. You feel the weight, a lot!2- unless you super tight in the strap, the device will fall. If you tighten the strap then in addition to the device being heavy, your entire head is now tight.3- there's actually no room for glasses in this thing. Even with the glasses spacer, the width is not enough for the glasses to fit.4- The PD is not well adjustable, no matter which setting you pick. You will see a lot of black sides.5- there are crazy Hollow effects and ""God rays"" coming from the lenses, even when you are not using your own glasses. they are worst when you put the in your glasses.6- the LCD seems very poor quality, and the image seems extremely washed out. I have not found a way to fix that.7- coming from a Samsung gear VR with my S9, this seems like a huge downgrade. I will be returning this product.8- bluetooth headphones are not out right supported, enable them in experimental features.9- as others say, the strap brakes fairly easily.
","Reviewed in Canada on December 10, 2021",2,Style: 128 GB Headset,"
Read this before you buy.
"
2022-05-21 21:00:44.827170,"
I bought an oculus quest 2 virtual reality headset a month ago and already have skin irritation. The symptoms are clear, I should never have bought this product.These skin irritations left black marks on my skin around my eyes. It was a product that destroyed my life and weakened my self-esteem with these marks on my face.This is a purchase that I greatly regret, the cost of this product is very high, the majority of applications are paid or free applications as a short demo.Unfortunately, I expect the company to offer a better quality product that is good for both mind and body.My personal opinion is to avoid this product if you want to protect your skin and your wallet.
","Reviewed in Canada on January 7, 2022",1,Style: 128 GB Headset,"
Product that causes skin irritation. TO AVOID :(
"
2022-05-21 21:00:44.841966,"
I wanted to like this very much. I did a lot of research beforehand and after i got the quest 2. But despite its nice packaging and relatively slick initial startup to get you playing, there were some deal-breaking flaws.In a nutshell: the sweet spot for visual sharpness is too small. What i mean by that is if you put the headset on, you have to make 100% certain that1. The ipd (distance between the lenses) is set properly. I ended up having to set it between the second and third longest setting. Though I simply couldn’t find the perfect spot2. The the straps have to hold the headset perfectly in place on the x-y plane in front of your face. Not too far left-right, nor too far up-down.3. The strap has to be tightened a lot to ensure that the unit doesn’t move. You can’t even sneeze cuz you’ll lose your sharpness sweet spot. And you have to reef on the straps to bring the device closer to your eyes also, to maximize sharpness. I had to have it so tight that i had welts on my face for an hour after taking the device off.4. If you use glasses, forget it. Even with the spacer, the device wanted to ram my glasses into my skull. The optics just wouldn’t align properly if i used my glasses.With that said, the fiddling with the device was too much. And it ends up being too uncomfortable for me. It actually hurt. Not only that, but it made me nauseated.Lastly, i tried a game via Steam VR. I found the graphics to be very poor compared to my laptop screen. I’m using a laptop 3080 rtx so it def has enough power. I just found the vr screens to lack visual clarity and fidelity… it just seemed washed-out or sparkly and strange.Overall, it was easy to setup, had great tracking and a generally slick interface. But the discomfort, poor graphical prowess and tiny sharpness sweet spot destroyed the experience for me. I actually dreaded the thought of having to use this thing.
","Reviewed in Canada on November 2, 2021",2,Style: 128 GB Headset,"
Not ready for prime time
"
2022-05-21 21:00:44.856129,"
Bought February 17th and is now in the garbage on April 8th. Less than two months of use. The side plastic support strapping that extends along the side of your head cracked and eventually snapped in two. I pieced it back together and used gorilla duct tape to re-secure the side strapping. Worked temporarily until another crack developed and snapped. Got popscicle sticks to create a splint over the broken area then re-taped with gorilla tape. Last night the round cap at the back of the head strap that cups the back of your head snapped off on one side. Tried super gluing it back together. Now the tension crank handle at the back won't turn. Found it a new home in the trash bin. I am retired and only use the device in a sitting position to play PokerstarsVR, so it's not like I was doing any wild shootemup games or sword play daily.
","Reviewed in Canada on April 8, 2021",1,Style: Elite 2 Strap,"
Horribly Poor Construction Materials For The Amount of Money Paid!!!!
"
2022-05-21 21:00:44.870521,"
So to begin, I'd like to say the Quest 2 is quite a blast and that Meta is literally selling the hardware at a loss due to hoping to hook you on the product in the long run.That being said it has a number of flaws, the biggest of which being that you need several other devices to make the Quest 2 as useful as it can be.To begin with, if you want to play any games that connect to your VR computer to enhance the experience, then your going to likely need a separate and long high Quality USB wire to connect to your computer.  That's $30.Then your going to want to buy some rechargeable AA batteries and a charger if you don't have one for another $30 for the Controllers.Finally you;ll really need a much better strap than the default one, the Elite Strap is an option for $55, but I prefer the M2 Pro which cost me $70 and came with an additional battery to extend it's life.  Finally you'll really want a sweatband for any active game otherwise your sweat will cause you to stop, which you can get for $5.That all amounts to another $130 CAD, and the quest starts at $450, although if you bought during sale like I did you got a $70 discount.  But even with that included I spent over $500 on the Quest 2 all in all.That being said, comparing it to it's direct comparisons such as the PS5 and such, I do feel that the Quest 2 is different enough to be preferable if that's it's direct competition, especially with how amazing Beat Saber is, and the fact that exclusives are getting less and less important, and I'd also rate it above the Switch personally although those are harder to compare, as the Switch is designed for outside use VS Quest 2 which is strictly indoors.That being said, if it's competition is something like getting a better computer?  Such as you not having a good enough computer for VR to begin with?  Then I suggest you invest in just saving the money until you can afford a better computer to be honest, especially if you also use said Computer for gaming.Overall I think I likely should have saved for a new computer myself, but I didn't realize the accessories needed or the sunk cost fallacy, but overall it's not a big loss and I'm quite emotionally satisfied regardless and it has gotten me a fair bit more active.
","Reviewed in Canada on December 30, 2021",4,Style: 128 GB Headset,"
Very fun - Needs Accessories
"
2022-05-21 21:00:44.885047,"
Cons :- not impressed by image quality- image quality deteriotes when you don't look in the center of the ""screen"", you have to move your head, not your eyes- the ""sweet spot"" where you need to be looking on the lenses to get the best image quality is very small- headset is relatively heavy and does not breathe that well, it seems the solution would be to put all the hardware (CPU, etc) somewhere else (in a backpack, in a pocket or let's do the processing remotely on a PC)- I tried to play Squadrons on my PC, I had to install SteamVR, go through a few not so obvious steps, then I learned that the Oculus controllers are not supported by this game so you must use a joystick or keyboard/mouse, not really impressed- no demo as part of the setup to let you try a game but I was found a free game that pretty much does that : Echo VR (also owned by Facebook)- the Echo VR game was relatively great but I had ""mild motion sickness"", similar to what I get when I go to the theme park to try ""spinning rides"" with my kids- needs to be linked to a FB account for no logical reason- I was not able to receive sms from FB to verify my FB account to unlock Developer Mode for some reasonsPackaging cons :- does not come with a case- it does not come with headphones, only built in speakers, you can add your own but I would have preferred that Oculus/Facebook at least sell some headphones designed to fit the headset- elite strap not part of the kit (I mean it's great to have options but it would be best to have a better level of comfort by default)Cable cons :- it includes a usb 2 cable while their own software recommends a usb 3 cable ...- included cable is very short- official usb 3 cable is quite expensivePros :- got 35$ oculus store credit from being referred by a friend (he also got 35$)- I tried hand tracking, controlling the device without controllers, it worked relatively well- I tried using my computer by plugging a usb 3 cable in the PC, I was able to see my Desktop, relatively cool as an experiment but at the same time, it just look better in real life so why bother- it was fun to see the kids trying itTLDR : it looks more like a demo product to me, I think it still needs to be improved to be a great alternative to non VR gaming, it's not enough comfy nor impressive to make me want to spend time using it instead of doing other activities
","Reviewed in Canada on November 30, 2021",2,Style: 128 GB Headset,"
Maybe next version
"
2022-05-21 21:00:44.899717,"
I bought another chinese version of the same idea and it was trash. The fit was wrong, it didn't block light. It didn't include anything but the rubber itself. This kit includes 2 sets of both foam and the rubber light blockers plus the eye rings - and they are awesome. Was foolproof and took like 2 minutes to put everything together. Added bonus my wife and I both prefer a different interface (that you're buying here) and we can swap them when we swap the headset and no one has to deal with the other's sweat.I understand wanting to save money and buying cheaper - but on amazon cheaper almost always means inferior.
","Reviewed in Canada on March 10, 2022",5,Style: Fit Pack,"
Always best to go to the OEM
"
2022-05-21 21:00:55.186597,"
No I don't like this product - I LOVE IT!!!  Absolutely fantastic.  One the apps I use on it is Supernatural, a fitness app.  I am excited to work out every day.  The Occulus offers travel to different places, to experience movies (Netflex), games of many kinds, wonderful meditations, thrilling rides.  Scary rooms -- and so much more.  What an incredible product and I never though I would see virtual experiences be this possible in my lifetime.  I thought they would be way beyond my grasp from a monetary perspective as a senior in my 70th year with a limited income.  So amazing, thrilling and fun!!  Don't hesitate if you are thinking of it!
","Reviewed in Canada on January 30, 2022",5,Style: 256 GB Headset,"
Where Do I Start
"
2022-05-21 21:00:55.204443,"
My first vr headset I bought this because of resident evil 4 for the quest 2 as I'm a huge fan of re games!, I'm having a blast playing re4 I am blind in my right eye and partially impaired vision in my left eye but still manage to play decently, I was expecting a Samsung phone br experience but no this is a lot better with the fov, I do have some complaints like the lack of a zoom button a d sometimes recording within the oculus the video cannot be played back and is corrupted, also I want to adjust video player sizes but can't with the native app player. Overall its a worthy vr headset for its price compared to the thousand dollar ones this one does the job just fine and also u can hook it up to steam vr and play some steam vr games but I haven't tried yet.
","Reviewed in Canada on October 22, 2021",4,Style: 128 GB Headset,"
First vr headset it's awesome
"
2022-05-21 21:00:55.218962,"
Battery life is ~1.5 hours, the best games are half the price of console AAA titles, and the developer mode unlocks a whole community of invested gamers to broaden the scope of what this machine can do. User friendly and really intuitive, players ranged from our friends 6 yr old all the way to my mid 70’s grandfather! Everyone had a good time. The now included silicone cover is nice for when you choose to work up a sweat, this is our second Occulus as a gift to get another family member involved in the gaming. She is new to gaming, rocking it in her mid 50’s and loves this thing, I’ve never seen her so excited for a gift. Just do it, you wont regret it!
","Reviewed in Canada on November 12, 2021",5,Style: 128 GB Headset,"
Worth every penny, working out hasn’t been this fun in years!
"
2022-05-21 21:00:55.234112,"
It should be more clear in the title or something...  This is a facebook device.  Why would I want to ""possibly"" share all my VR crap with facebook lol... just wow.  My other HP VR headset doesn't ask for a single thing - just install and use it... Even when I tried to make another facebook account for it, it won't let me - sends me 5 digit code and once entered and click next... nothing happens. over and over, tried 20x in various ways in different browsers, etc.  This is junk to me and another way for facebook to spy on people.
","Reviewed in Canada on December 27, 2021",1,Style: 128 GB Headset,"
This is a facebook thing wth... you are forced to connect this to your facebook account
"
2022-05-21 21:00:55.252254,"




                    The media could not be loaded.
                



 👍🏼Pros:✔️Gets your Oculus up off the desk, couch or floor✔️Very simple to install (took me 5m)✔️Thr LED lights add a nice touch✔️Comes with a guide for the nail markers👎🏼Cons:❌You must plug the magnet into the Oculus USB port, which is fine if you never use the USB port on your Oculus. However, my son likes to use the Oculus for Roblox so he needs to unplug the magnet from the Oculus to plug it into the PC. The magnet is very difficult to get out of the port on the Oculus. Not a deal breaker by any means, but just something to be aware of.❌This mount slips off the screws when you pick up the Oculus off of it, sliding off of the wall. I remedied this by using 3M double sided tape on the mount so that it's very secure to the wall with both screws and double sided tape.Overall I'd recommend this mount. It's a bit pricey for what it is, but it's almost a must have if you have an Oculus. The last thing you want is for your $400 machine sitting on the desk or floor. This mount gets it up off the desk and also displays it nicely.
","Reviewed in Canada on March 20, 2022",4,Style: 128 GB Headset,"
A few caveats but overall good
"
2022-05-21 21:00:55.267468,"




                    The media could not be loaded.
                



 Je ne l'ai même pas utilisé et a 400$ j'aimerais bien l'avoir neuf
","Reviewed in Canada on November 23, 2021",1,Style: 128 GB Headset,"
Le oculus était clairement usagé
"
2022-05-21 21:00:55.282170,"
I was hesitant about VR - worried it was a gimmick I'd only use once or twice and then end up on a shelf.Decided to make the plunge when I realized I could purchase prescription lenses to go inside the headset.I wasn't prepared for the absolute Immersion VR provides.  The Quest works great wirelessly (with great Wifi) using Virtual Desktop. Rare glitches are far less annoying than the advantage of being entirely wireless.My eyesight isn't the best, in the real world I have a weak eye and frequently have double vision, but I found the binocular vision I get from the quest to be better than the real world.  That staggers me - I would have never expected that result.I love my quest and use it every day - it's my desktop computer that's been neglected!
","Reviewed in Canada on February 9, 2022",5,Style: 128 GB Headset,"
Took the plunge, wish I'd jumped in sooner.
"
2022-05-21 21:00:55.297490,"
This device is basically a data mining device. The only way you can play games on this is basically to have a Facebook account.Look, I don’t even mind website tracking or “selling my personal data”.But when I want to be online, I don’t want to be connected to my irl acquaintances or want my legal name to be everywhere on online communities.Is it too much to ask to keep online and offline separate?But no. Get a machine from a competitor instead of you’re worried about your privacy online.Device itself is okay, not the best, but definitely worth the price. The reason why the price is so low is because that’s the cost of your personal info, otherwise other devices of similar specs will cost quite a few hundred dollars more. It’s also not the most comfortable of devices, so be ready to shill out some more money to make it comfortable-ish to wear.
","Reviewed in Canada on March 12, 2022",1,Style: 128 GB Headset,"
Need Facebook account.
"
2022-05-21 21:00:55.312137,"
I knew my son and the fam would love this… I did a lot of research before purchasing and yup!!! So cool… some really cool free games but the good games need to be purchased but it’s worth it… I have anxiety and this helps me to focus on other things and they have some cool meditation experiences which are so cool. I recommend it 100% if you’re looking for something that is really high quality in regards to graphics you may be disappointed but for me it’s perfectly fine… just watch YouTube reviews and make your own decision… it’s sure to “wow” you and your family.
","Reviewed in Canada on January 11, 2022",5,Style: 128 GB Headset,"
Amazing
"
2022-05-21 21:00:55.332068,"
Pros:It’s an amazing piece of technology.Love playing games. Beat saber, kizuna ai, Vader immortal are some of my favourites. I also love doing the meditation apps like Tripp . Watching movies in prime is amazing.Cons:Head strap is completely useless. Doesn’t fit at all. You have to shell out more money to buy the better head strapsOculus itself keeps hanging all the time. The device just goes blank at random intervals while playing games. Defeats the purpose of fun.Oculus app is really buggy. Cmon meta please hire better developers and quality testers.The lens is always blurry. Not sure how to clean the lens but always seems blurry even after cleaning it with micro fiber clothOverall just used for less than a month but at times felt like returning the item because of the defects and random problems
","Reviewed in Canada on January 22, 2022",1,Style: 128 GB Headset,"
Too many problems
"
2022-05-21 21:01:05.657152,"
I got this for MS flight simulator. For the first month I just watched all of the videos and games before getting around to the flight sim. Then the fun began. Spent another month getting the flight sim to work with VR, eventually got the Oculus USB cable and now all okay. Flying in VR is amazing, well worth the trouble and cost.Now the cons. Bit pricey but c'est la vie. I got the 256GB vesion but now know that the 128GB would have been more than enough - can always delete and add stuff via a PC. It is a bit uncomfortable to wear for long, maybe an hour tops. Heavy (0.5kg), sits on the bridge of my nose, position matters so can't just move it. Battery life is so-so, so I use a big (26AH) external USB pack.VR is still a bit of a gimicky novelty unless you have specific games or simulators in mind. For example, amazon prime has a VR section - with 14 videos averaging under 10 minutes each inc 3 minutes of credits. Youtube has some too but resolution is almost useless. A good quality VR video will be 0.25-0.5GB a minute. Yes, 1GB might only be a few minutes (depends if 2D-3D, VR180-VR360, 3DOF-6DOF).All that said, if you want VR, don't go cheap, go Oculus or HP.
","Reviewed in Canada on March 20, 2022",5,Style: 256 GB Headset,"
VR for gaming and short videos
"
2022-05-21 21:01:05.673566,"
UPDATED MAY 5 2022 - see the end. We purchased this a month ago. We both love it. Then after an update the right eye piece failed to work. Rebooted, both hard and soft, did at least 6 factory resets but nothing worked.  We were able to log onto the chat (and after being dropped 2 times) and uploading a video of the unit not working (along with the particulars such as Serial numbers etc) just to be told we would be getting a replacement.  We were adamant that we did NOT WANT A REFURBISHED UNIT  as this was just a month old. The staff were excellent so I can’t fault them - but the company’s policy sucks.  We were recommended to get a refund through Amazon.  Nope they don’t refund things like this. Back to oculus for the refurbished unit. Sigh.  I’m starting to think oculus only replaces with refurbished units because they know of the glitch in the new original units. Admitting to said known glitch would mean a recall of extraordinary magnitude. This way they get the bad units back, send out a fixed previously bad unit to the customer who’s returned unit will be fixed sent out to the. next weary customers.  It's way cheaper than a recall but long after the sweet taste of saving a buck comes the bitterness left behind from your customers dissatisfaction.  We have long memory’s.  UPDATE - I have increased to 3 stars from 1.  Our replacement unit FINALLY arrived - Thank you.  We were delighted to have received a NEW REPLACEMENT UNIT (not a refurbished one - as far as we can tell).  So far, it is working well.  I will update this again in July or August 2022.
","Reviewed in Canada on April 3, 2022",3,Style: 128 GB Headset,"
Broke after 1 month - crappy replacement policy
"
2022-05-21 21:01:05.688968,"
I really, really, really hate the strap configuration that comes with the Oculus 2 by default.As someone whos first VR setup was a Odyssey+, I got very used to the idea of a very solid structured support system - especially with adding after market supports like the Studioform headstrap. The Oculus 2's maze of cheap fabric and velcro always felt like it was horrible, and it was very difficult to adjust.So the Elite strap is a god send - it restores that addition of a solid strap to a VR headset, and offers a built in battery. The battery addition is super convenient too: it plugs directly into the charging port, so when you go to charge the ocoulus, you just plug it into the back of the headstrap where the battery charge port is. Since its a first party product, the oculus natively reads the battery level and will report it in your menus. A solid strap isn't unique to Elite, and the battery addition isn't unique, but to my understanding third party solutions do not give in-app readouts of battery level. This could be wrong, but going to flag this to differentiate why a premium paid for the strap might be worthwhile.That being said, there is something major that must be identified: There has been a historical concern about Elite straps breaking. Seriously, give ""Quest 2 Elite Break"" a google and you're going to find a ton of results. Its pretty consistent that Oculus has been on the ball for replacing strap breaks with absolutely no fuss (and quite quickly), but its a concern that must be flagged. There is some discussion that its quite possible/likely that newer straps are made from a different material combination that means they're less likely to break, but its substantively difficult to tell when straps were manufactured, and there's no publicly facing information saying that they've addressed the issue.An advantage that I personally find is that the elite strap is substantively easier to clean than default straps - outside of the velcro strap over the top of your head, its all hard/plastic material, so you can clean it quite easily. The velcro strap isn't removable, but being a velcro strap its fairly easy to sanitize.In general: Highly recommend it, with a buyer beware there's a historical issue with the straps breaking, but they've been dealt with quickly/without issues in the past.
","Reviewed in Canada on March 7, 2022",5,Style: Elite Strap with Battery,"
Impressive convenience
"
2022-05-21 21:01:05.704550,"




                    The media could not be loaded.
                



 Debated between this and a new console for my daughter. Glad I went with this. Very cool and unique experience and definitely more active compared to being seated playing a consoleThe games are relatively cheap compared to the big systems as well.
","Reviewed in Canada on January 1, 2022",5,Style: 128 GB Headset,"
Unique experience
"
2022-05-21 21:01:05.721178,"
Here's what I like:-Games are inexpensive & use little storage space.-Impressive ""immersion"" vr experience-Built in sound is good at moderate levels-Controllers are light weight and form to your hand well.-decent battery life & fast recharge time-ability to charge with external battery pack while playing.What I don't like:-headstrap: can't get this to hold the vr unit comfortably on face. Found pain along cheek bones no matter where I set the strap. (upgrade is a must to the elite or other offerings on Amazon that use the turn dial adjuster on back)-lcd display has terrible black levels......this would've been an incredible experience if it was OLED.-foam around vr will soak up sweat but is much more comfortable than the silicone.....this is another upgrade point for comfort....go for the ventilated option using the pleather material IMHO.Overall, after performing the couple comfort upgrades, I am very happy with this unit and would consider another one.
","Reviewed in Canada on January 24, 2022",4,Style: 128 GB Headset,"
Immersive & fun
"
