Game_Id,Game_Name,Game_price,Game_description,Game_Modes,Game_PlayerModes,Game_Controllers,Game_Platforms,Category,Game_Genres,Game_Languages,Game_Version,Game_Developer,Game_Publisher,Game_Website,Game_ReleaseDate,Game_Policy,Game_Space
4554248281328321,Liminal ,Get,"Alter your state of mind and choose how you feel and perform. Explore a range of experiences which apply research by neuroscientists and psychologists to induce and augment emotional and cognitive states.

There are currently over 60 experiences to calm, invigorate or leave you in awe.

Relax with hypnotic experiences, guided meditations, beautiful rainswept vistas or ethereal landscapes and breathing visualisations.

Conquer the stars, fight killer bots, destroy asteroids or launch yourself into space to perk you up during the day.

Expect the unexpected and defy the laws of physics in weird and wonderful awe inspiring adventures, from hidden caves to space whales to blasting off and floating in Earth’s orbit.

We display how effective each experience is based on user feedback so you can see how it has affected others.

What will you experience today?",Single User,"Sitting, Standing, Roomscale",Oculus Touch,"Quest, Quest 2",Apps,"360 Experience (non-game), Casual, Relaxation/Meditation",English,2.8.45,Liminal VR,Liminal VR,https://api.liminalvr.com/,"April 8, 2022",Privacy Policy,776 MB
2280319701979278,Cosmonious High,"¥2,990","From the creators of award winning titles ‘Job Simulator’ and ‘Vacation Simulator’, comes a new original creation—the comically catastrophic Cosmonious High!

Welcome to your alien high school, where everything is totally fine! After crash-landing into your first day, you’ll unlock powers, explore the halls, and save the school from cosmic chaos.

Living Characters - High five, fist bump, and converse with a quirky cast. Experience the latest in VR interactions with dynamic characters that respond to natural gestures.

Powerful World - The entire school is a big interactive playground for your alien powers. Extinguish fires, resize anything, and create crystal sculptures!

Unprecedented Exploration - Explore the biggest space Owlchemy Labs has ever built! Hang with your friends in the Grand Hall, perform experiments in Chemosophy, and get creative in Visualetics.

Gorgeous Visuals - Enjoy the vibrant, colorful world of Cosmonious High in an art style that's fun, unique, and playful!",Single User,"Sitting, Standing, Roomscale",Oculus Touch,Quest 2,Games,"Adventure, Narrative, Space/Universe","English, French (France), German, Japanese, Korean, Spanish (Spain)",26294,Owlchemy Labs,Owlchemy Labs,https://cosmonioushigh.com/,"April 1, 2022",Privacy Policy,3.2 GB
5334662579895130,Arkio,Get,"Arkio is a collaborative design tool that enables you to sketch buildings, interiors or urban plans with others using VR, desktops, tablets and phones. 

Design by yourself or work with up to 24 people to make better design decisions faster. Create buildings, virtual cityscapes, Unity scenes with triggers and colliders, remodel your kitchen or review existing 3D models.

Work in VR or use Arkio’s passthrough support to blend the real and virtual world like never before. Create walls, place virtual furniture or create portal windows from the real world into the VR world beyond.

Arkio features a unique volumetric modeling kernel built for VR and mobile devices, making the modeling experience feel closer to physical model-making than traditional 3D apps.

In Arkio you can either start fresh or import reference images, 3D models and scenes from Unity, Revit, Rhino, SketchUp, LiDAR apps and more. Easily create new design options in Arkio then export your work back.","Single User, Multiplayer, Co-op","Sitting, Standing, Roomscale","Oculus Touch, Hand Tracking","Quest, Quest 2",Apps,"Art/Creativity, Productivity, Utility",English,1.2.2(LIVE),Arkio,Arkio,https://www.arkio.is/,"April 1, 2022",Privacy Policy,252 MB
4900967296622279,On The Morning You Wake (To the End of The World),Get,"On January 13th 2018, 1.4m people across Hawai’i received an SMS from the state’s Emergency Management Agency:

BALLISTIC MISSILE THREAT INBOUND TO HAWAII. SEEK IMMEDIATE SHELTER. THIS IS NOT A DRILL.

In the minutes that followed, they were forced to confront existential questions that had been unthinkable just moments before: where could they go for shelter? What would remain of their communities if they survived a nuclear blast? How could they explain to their children why we live in a world where such unimaginable destruction was possible? And how could their own Government continue to pursue nuclear policies that threaten the entire global population every day?

By the time FEMA managed to retract the incorrect warning message, it was too late to pretend that normality would resume. Their collective experience had laid bare the growing threat that nuclear weapons pose to the world. In the words of Kauai resident Cynthia Lazaroff, ‘Nothing happened, but everything changed’.",Single User,"Standing, Roomscale",Oculus Touch,Quest 2,Entertainment,"360 Experience (non-game), Documentary & History, Narrative","English, French (France), German, Norwegian (Bokmål)",1.04(LIVE),"Novelab, Atlas V",ARTE France,https://www.onthemorningyouwake.com/,"March 25, 2022",Privacy Policy,8.3 GB
3967680489996895,Vermillion,"¥2,208","If you've ever watched a painter at work, you've undoubtedly felt the urge to try it for yourself. But getting an easel and expensive supplies is a serious commitment. Vermillion brings professional painting equipment into your own room, using Passthrough. If you need some time off from the real world (who doesn't?), you can immerse yourself in your painting session by disappearing into one of the studio environments.

You can paint seated, standing, or even lying down. Use the floating web browser to learn to paint alongside your favorite artists on YouTube, or project reference photos on the canvas.

Vermillion features realistic wet-on-wet color mixing, undo, layers, and a wide range of simulated brushes. Developed with the feedback of both traditional and digital artists, you're sure to get the fun of oil painting without any of the frustration. 

Once done, share your masterpiece directly on Facebook as an image. Or, create a beautifully varnished 3D model export for your VR home.",Single User,"Sitting, Standing",Oculus Touch,Quest 2,Games,"Art/Creativity, Simulation",English,1.0.7(LIVE),Thomas van den Berge,The Aviary,https://vermillion-vr.com/,"March 25, 2022",Privacy Policy,523 MB
2302319493201737,Tentacular,"¥2,490","Ever felt like a squid out of water? Tentacular plunges you into the ocean-dwelling hulk of a gigantic, kind-hearted tentacled beast trying to figure out its place in the world.

Raised among humans on the bustling and eccentric island of La Kalma, the time has finally come to unravel the secrets of your mysterious origin while working as the world’s strongest handyman. Help your human friends to research a strange and an incredibly powerful energy source through a colossal collection of action-based activities and constructions puzzles, using your titanic tentacles to aid your quest for answers and unlock elements for your playground.

Get your suckers ready!

Tactile Tentacles!
Get a grip on things with fully physics-based tentacles complete with Octo-grade suckers

Titanic Tasks!
Apply lateral thinking and giant limbs to 50+ puzzle and action levels, building huge structures and contraptions

Colossal Constructions!
Cultivate your creative side in a constantly expanding Sandbox",Single User,"Sitting, Standing, Roomscale",Oculus Touch,"Quest, Quest 2",Games,"Action, Adventure, Casual","English, Chinese (China), Chinese (Hong Kong), Chinese (Taiwan), French (France), German, Japanese, Korean, Portuguese (Brazil), Russian, Spanish (Spain)",1.0222,Firepunchd Games,Devolver Digital,http://tentacular.com/,"March 25, 2022",Privacy Policy,2.2 GB
3671539682885620,The Tale of Onogoro,"¥2,990","◆Adventure with the Cute Anime Girl.
Portal meets Shadow of the Colossus in this memorable and intimate title.

◆A Tale Tailored to VR
Experience communication with a virtual character in a VR title developed as ""an adventure game for the VR age.""

◆Unique VR Puzzles
Work with Haru to deactivate the large, puzzle-like barriers blocking your path. Teamwork is key, as some objects can only be used by one of you!

◆Intense Battles With Kami
Together, you will discover how to quell each of the giant ""Kami.""

Save the world with Haru, a shrine maiden who quells ""Kami!""

Haru has summoned you to Onogoro Island, a floating island in a parallel world. Together, you must solve sprawling puzzles and defeat giant beasts called ""Kami"" that are blocking your path.

A grand adventure depicting the bond between you and Haru awaits in this uniquely Japanese VR action adventure!

Save them. They are in your hands.",Single User,"Sitting, Standing",Oculus Touch,"Quest, Quest 2",Games,"Action, Adventure, Puzzle","English, French (France), German, Japanese, Korean, Spanish (Spain)",1.1.0045,AMATA K.K.,AMATA K.K.,https://onogoro.info/,"March 18, 2022",Privacy Policy,8.9 GB
6937410016334124,Startenders,"¥1,490","“Either the Academy thinks you’re really good...or we’re low on students again..”

Abducted, dazed, and slightly confused, prepare for your unexpected enrollment into the Startenders Academy. Your goal, apparently, is to create bizarre beverages for colourful customers in the hope that no one notices you haven’t the slightest clue what’s going on.

Let loose with a cocktail shaker, a collection of mad machinery, and an abundance of crazy ingredients to mix, shake and serve your way across the universe.

 - With full hand tracking you can now drop things in style
 - Mix unique ingredients from across the galaxy - slice up some 
   Quantum Mass or blast off with Rocket Fuel!
 - Create your own custom concoctions - over 100,000 possibilities
 - Upgrade your machines to increase efficiency
 - Compete on Daily Shift Leaderboards to become the greatest 
   Startender in Sector 7C.

The view’s not bad either.
",Single User,"Roomscale, Standing, Sitting","Oculus Touch, Hand Tracking","Quest, Quest 2",Games,"Arcade, Casual, Space/Universe",English,1.4.4762_07a906671,Foggy Box Games,Yogscast LTD,https://www.joinstartenders.com/,"March 18, 2022",Privacy Policy,766 MB
5157404804284116,Alvo,"¥2,490","Alvo is a fast-paced competitive online VR shooter, featuring multiplayer game modes and a Coop Zombie mode.

ZOMBIE UPDATE:
Face the undead with up to 3 friends in a coop battle for survival. Revive your fallen teammates, upgrade your weapons and complete objectives to see how long you can hold out.

Play seated or standing as you run, jump, slide and prone to gain the edge on your enemies. Select from various controller customization options to better suit your play style.

Alvo allows you to choose from a selection of killstreaks, perks and weapons to give you the tactical advantage. Move faster up the leaderboard by completing daily or weekly challenges. Unlock more equipment as your rank up through the progression system.

Game Modes:
Zombies
Free For All
Team Deathmatch
Search & Destroy
Training Mode (AI only)","Multiplayer, Co-op","Sitting, Standing",Oculus Touch,Quest 2,Games,Shooter,English,0.18,Mardonpol Inc,OutsideIn Entertainment,https://alvogame.com/,"March 18, 2022",Privacy Policy,5.5 GB
2374555582668563,Nock,¥990,"Nock is the first real multiplayer sport for VR. Compete in aerial archery soccer matches from anywhere in the world! It's a brand new game that requires coordination, agility, and strategy. Skate and zip around the pitch while using a bow and arrow to blast the ball into the other team's goal. With intuitive controls and realistic physics, Nock is easy to learn but difficult to master.

Like a real sport, this game can take years to master. Block arrows let you create obstacles and you can even use your body to make a goal or save. A fast-moving ball can knock you out. Skill-based matchmaking keeps every game extremely close and competitive. Casual modes let you challenge yourself against bots or play with friends in custom matches.

Nock includes voice chat with individual muting options so you can communicate with teammates easily.",Multiplayer,"Standing, Sitting, Roomscale",Oculus Touch,Quest 2,Games,Sports,English,1.2.0,Normal,Normal,https://nock.game/,"March 11, 2022",Privacy Policy,758 MB
4705981139481778,HitchHiker: A Mystery Game,"¥2,208","Hitchhiker is a mystery game set along lost highways, where your goal is to solve the puzzle of your own backstory. As a hitchhiker with no memory or destination, you catch a series of rides across a strange and beautiful landscape, tracking the mysterious disappearance of a person close to you. Your drivers range from stoic farmers to off-duty waitresses, and each one has a story to tell. Clues appear, alliances emerge, and nothing is quite what it seems.

As your journey continues, you must decode the events of your past while confronting the dangers that lie ahead. Hitchhiker is a road-trip odyssey about exploring the unknown in order to find yourself.

Hitchhike across a strange and beautiful landscape in five rides with five total strangers who will challenge your grasp on reality... And maybe your philosophy on life.
Solve environmental puzzles, and keep an eye out for clues, in order to uncover your mysterious past.",Single User,Sitting,Oculus Touch,Quest 2,Games,Narrative,"English, English (US), Arabic, Chinese (China), Chinese (Hong Kong), Dutch, French (France), German, Italian, Japanese, Korean, Polish, Portuguese (Brazil), Russian, Spanish (Spain), Turkish",1.0.94,Mad About Pandas,Versus Evil,https://hitchhiker-game.com/,"March 11, 2022",Privacy Policy,1.4 GB
1968697563211639,Virtuoso,"¥2,208","Grab an instrument and get ready to jam in Virtuoso, your own virtual music stage! This VR musical sandbox lets anyone play and perform music in new, immersive ways. Explore a range of unique instruments made for VR and share your tracks with the world!

BE THE ARTIST OF YOUR DREAMS
Create music in real-time using the Looper and easily share it for all to hear! Even if you've never touched an instrument before, features like Tempo Sync and preset scales help you stay in time and on pitch.

MADE-FOR-VR INSTRUMENTS
The six instruments of Virtuoso have been created specifically for VR. Set up your own custom drum kit with the Empads and tickle the keys of the three-dimensional Oorgan. You can also add vocals with lush reverb using the virtual microphone!

FROM OPENING ACT TO HEADLINER
The interactive tutorial along with intuitive instruments and tools means that everyone, from professional producers to casual music lovers, can become Virtuosos!",Single User,"Sitting, Standing, Roomscale",Oculus Touch,"Quest, Quest 2",Apps,"Art/Creativity, Casual, Music",English,1.0.1,Really Interactive AB,Fast Travel Games AB,https://fasttravelgames.com/games/virtuoso,"March 11, 2022",Privacy Policy,235 MB
2465388190184288,Vox Machinae,"¥2,990","Strap into the pilot seat of a gigantic fighting machine to defend your company's resources from enemies across the galaxy. Select your Grinder chassis and customize it with an arsenal of lasers, missiles, cannons and more as you’re pitted against rival Grinder squads in seamless multiplayer action.

FEATURES 
● A weighty tactical simulator mixed with responsive physics-based action. 
● Experience an epic, interplanetary single player campaign alongside a ragtag crew of endearing misfits. 
● Crossplay support across PC, Quest, and desktop mode. 
● Experience 16-player mayhem with the unique Salvage, Stockpile and HoverBrawl game modes. 
● Up to 4 player Co-op in Convoy and Botstomp game modes.
● Be the pilot with full avatar presence and motion controls. 
● Pick from 7 customizable Grinders, and deck them out with an array of devastating weapons and mods. 
● Coordinate with your team using unique visual VOIP comms. 
● Hone your skills with full bot support across all gameplay modes.","Single User, Multiplayer, Co-op","Sitting, Standing",Oculus Touch,Quest 2,Games,"Action, Narrative, Simulation",English,1.0.4 release - Quest,Space Bullet Dynamics Corporation,Space Bullet Dynamics Corporation,http://voxmachinae.com/,"March 4, 2022",Privacy Policy,5.0 GB
4281519998581593,MarineVerse Cup,"¥2,208","Sailing is for everyone! 

Learn to sail, race in iconic sailing locations, try & master various sailboats.

MarineVerse Cup is a competitive VR sailing racing game, that is approachable, but authentic.

We designed MarineVerse Cup for people who enjoy simulation games and want to test their skills in a competitive setting. 

Virtual reality is the only platform that lets you sail from the first person perspective ( FPS ) - the way real sailors do. Join a community of VR sailors competing in thrilling sailing races.

Features:
* Sailing tutorials for Yacht & Dinghy
* Time trails and Mini Games with Leader-boards
* Intro Daily Race Practice with Leader-boards 

Additional ""Sailing Pass"" required for:
* Multiplayer ( solo & co-op )
* Pro racing
* Waszp

eSports Sailing in virtual reality.

The game is being developed by a small dedicated indie team. MarineVerse mission is to inspire, train and connect sailors, and share the feeling of this amazing sport with a wide global audience. 
","Single User, Multiplayer, Co-op","Sitting, Standing, Roomscale","Oculus Touch, Touch (as Gamepad)","Quest, Quest 2",Games,"Relaxation/Meditation, Simulation, Sports",English,0.606(LIVE),MarineVerse,MarineVerse,https://www.marineverse.com/marineverse-cup,"February 25, 2022",Privacy Policy,1.2 GB
2731491443600205,UNBINARY,"¥1,490","""Strikingly gorgeous VR puzzle game"" - UploadVR

Solve the challenges proposed by an artificial intelligence, unlock the 3 robot masks of this reality, and switch between them using your high-tech bracelet. Wear the yellow mask to be strong and able to carry large crates, climb walls and bridges by hanging from your hands, or switch to the green mask if you want to gain privileges and fire lasers at hidden targets to unlock doors, or even, hack the AI system with the purple mask and change the rules of the game, but beware, your job is to make sure this AI is ready to rule the planet and not screw it up.

UNBINARY is an excellent game for anyone just starting out in virtual reality or looking to impress someone with its 100% hand-painted cartoon-style graphics.

3 MASKS THAT OFFER DIFFERENT ABILITIES

22 DIFFERENT SCENARIOS IN A DEEP STORY

100% HAND-PAINTED IN VIRTUAL REALITY",Single User,"Sitting, Standing, Roomscale",Oculus Touch,"Quest, Quest 2",Games,"Adventure, Puzzle","English, Chinese (China), French (France), German, Italian, Portuguese (Brazil), Spanish (Spain)",1.0.2,Ludact,Ludact,https://unbinary.com/,"February 18, 2022",Privacy Policy,1.2 GB
3215828205181680,Virtual Virtual Reality 2,"¥2,990","When a metaverse shuts down, what happens to the avatars left behind?

In this darkly funny action/adventure game, pilot your mech body through the chaos of a dying metaverse, rescuing abandoned avatars along the way. Each new avatar-roommate brings unique tools to aid your escape back to meatspace!

Do you have what it takes to overcome the digital destruction and interpersonal drama before you’re logged off for good?

• Run, jump and boost your Chaz mech across treacherous server-scapes.
• Fly VR headset spaceships to capture other avatars.
• Use your trusty dog-puppet to charm the data deleters into doing your bidding.
• Vacuum up debris from the metaverse to use as fuel and ammo.
• Slow time with CPGoo to dodge laser attacks.
• Hookshot and pull yourself up through the clouds toward corporate HQ.
• Take a rhythmic break in Scottsdale’s ASMR Spa.
• Achieve self-actualization as an artichoke whispers at you.",Single User,"Sitting, Standing, Roomscale",Oculus Touch,Quest 2,Games,"Adventure, Exploration",English,1.152,Tender Claws,Tender Claws,https://tenderclaws.com/,"February 11, 2022",Privacy Policy,1.7 GB
4015163475201433,Ultrawings 2,"¥2,490","Ultrawings is back and its bigger and better than before!  Return to the skies in 5 all-new aircraft as you complete hundreds of missions across a beautifully stylized, island-theme world!

MOTION CONTROLS!

Our ground-breaking motion control system returns! Use your virtual hands to fully interact and control your aircraft. 

TONS OF GAMEPLAY!

You'll be unlocking new gameplay throughout the 40 - 60 hour game! One minute you'll be dogfighting enemy bogies in a WW2-era warplane and the next you'll be popping balloons with a dart pistol in the Ultralight.  Up to 8-players online multiplayer too!

FEATURES

-- Pilot 5 unique aircraft (including a helicopter!) using your virtual hands for an incredibly immersive experience!

-- Explore all-new, hand-crafted islands.  Each island is about 3x larger than the ones in Ultrawings!

-- The world is teeming with life! 

-- Fly during day, night, dusk, and overcast conditions.

-- 8-player multiplayer!

Welcome back to Ultrawings, Pilot!","Single User, Multiplayer",Sitting,Oculus Touch,Quest 2,Games,"Action, Flying, Simulation","English, Chinese (China), French (France), German, Italian, Japanese, Spanish (Spain)",0.91,"Bit Planet Games, LLC","Bit Planet Games, LLC",https://bitplanetgames.com/,"February 4, 2022",Privacy Policy,1.8 GB
3594982710558708,LES MILLS BODYCOMBAT,"¥2,990","LES MILLS BODYCOMBAT is the top fitness program inspired by several martial arts workouts with moves from Karate, Boxing, Muay Thai and much more! This workout, featured in 1,000s of gyms globally, is now available in VR so you can jump into an immersive fitness experience inside different dreamlike environments.

LES MILLS BODYCOMBAT is designed to get results. First class instructors Dan & Rachael provide an excellent and engaging coaching that will guide you through a ton of choreos created over high-octane music so you can perform punches and knee strikes, burn calories and increase your cardiovascular capacity.

⚡Feel the POWER Train solo or compete in the leaderboards: you are the star of your own workouts with over 40 sessions available (more to come in future updates!)

❤️Improve your CARDIO
Keep track of your progress with the medal system, stats and different intensity levels from low to high

💪Train ALL YOUR BODY
Have fun with your workouts and flex to the camera!",Single User,Standing,Oculus Touch,Quest 2,Apps,"Casual, Music, Sports",English,1.1.01,Odders,Odders,https://www.lesmills.com/bodycombat-vr/,"February 3, 2022",Privacy Policy,3.1 GB
