scrapping_date,one_reviews_text,review_date,one_review_stars,Rating
2022-05-18 18:18:50.630105,"After waiting several years to jump into VR, this seemed like the right time to do it. First I have to say I am glad I got the 256 GB version, just for future proofing capacity. After using this unit for around 200 hours or so already, it is awesome fun. I had several friends get one as well, and we have had a riot playing mini golf, fishing, shooting Zeds.. playing Steam games , you name it... Using the link cable for steam works perfect. FYI I am using a very fast Desktop computer setup to play Steam games. I will say that getting the VR legs took a little bit of time, but doesn't bother me any longer. This thing is great.. if you are on the fence on getting VR, this is a great value, and works very well. I also got the elite head strap, and with the problems that were reported, i can say that mine is still fine. I have added an external 10,000Mah battery pack with a couple velcro straps that brings the battery life to 6-8 hours easily. Get one.",2022-05-18 18:18:50.630105,5,5
2022-05-18 18:18:50.634109,"Amazing. 

I owned the original rift and being untethered is just amazing! Now if there were only more games and I had an empty room for roomscale it would be perfect.

Also get yourself a Vive digital audio strap from HTC, frankenquest adapter from Etsy, replacement face from vrcover and halo and grips from vrcover.",2022-05-18 18:18:50.634109,5,5
2022-05-18 18:18:50.638112,As soon as I put that thing on it was a beast. Played onward and all other games flawlessly! I tried out the 90hz worked great! The strap on the headset though it took me like 20 minutes to get a good fit but after that it was great! I would recommend this headset to anyone! The controllers also feel so good to hold.,2022-05-18 18:18:50.638112,5,5
2022-05-18 18:18:50.643070,The Oculus Quest 2 (256) GB storage is highly recommended because if you plan on purchasing lots of games this is the best way to go. The games are not very large to install. But I’m one of those kind of people that like to make sure I don’t run out of storage space.,2022-05-18 18:18:50.643070,5,5
2022-05-18 18:18:50.647059,"Overall a good step forward but they cut corners in my opinion compared to version 1. Much prefer the cloth exterior, as well as the wider adjustment option for eye distance. In addition, I think going from 2 panel OLED to single panel LCD was a step backwards, regardless of the increase to resolution. The room headset also sits a little too close to the eyes so everything is very tight. Facebook would have been better off charging a little bit more instead of cutting corners to keep the price down. 

However, with faster refresh, higher resolution, and much more power this is a well worth while upgrade. Just understand the new “don’t have’s”",2022-05-18 18:18:50.647059,5,5
2022-05-18 18:18:50.737234,"I've been exploring worlds and experiencing thing most people haven't seen. I actually built a world from the ground up with my hands. I've fought invaders to our kingdom with a bow and arrow. I've battled alongside aliens to defeat those who wished to destroy us. In my free time, I like to hang out above the earth and look down on the beautiful landscape it offers. 

Those who actually know me understand that everything i said just now is out of character for me, but I started playing the oculus quest (again out of character for me) and I honestly have a hard time putting it down.  

I've interacted with people all over the world, even in these difficult times, and met some great people in this virtual world. I don't write product reviews much, but I believe this system is breaking barriers that social media and other gaming systems have not been able to ( Facebook owns oculus and you have to have a Facebook account to play). 

I am so happy I stumbled across this,  especially in the midst of a pandemic. It truly brings me joy every time I use it.",2022-05-18 18:18:50.737234,5,5
2022-05-18 18:18:50.737234,"I upgraded to this VR from the Samsung Gear VR since Oculus stopped supporting the Gear VR and so far I am very happy with this purchase. Exploring the VR environment is smooth as well as gameplay. Navigation takes some getting used to but not difficult at all. I really appreciate the ability to set room or spatial boundaries which will help you avoid bumping into things. I recommend getting the Population: One game which introduces new movement and mechanics in gameplay, overall a very fun game. The only small grip I have with the Quest 2 is that the battery only lasts about 2 hours of constant use, but maybe that's not such a terrible thing.",2022-05-18 18:18:50.737234,5,5
2022-05-18 18:18:50.752232,"I really like the Quest 2 compared to the Oculus Rift S. It's more comfortable and you can move the lenses left or right. I gave it three stars though because it's not truly wireless like i thought it was going to be. Upon receiving it, I thought I would be able to play all the games I bought on steam or on the Oculus Rift S. This kind of wasn't the case. You can't play your games wirelessly unless you buy the Virtual Desktop, which is $20, and download a few things on your computer to connect the Vr too and then you will be able to play those games. Also, the head straps are super annoying, but other than that, It's really good for the price.",2022-05-18 18:18:50.752232,3,3
2022-05-18 18:18:50.752232,"Plenty of apps. 
Operating system is updatable.
Adjustable lens for my big head.
Battery last a long time. Similar battery life of a iPad. 

Charges with USB c so it charges fast.",2022-05-18 18:18:50.752232,5,5
2022-05-18 18:18:50.752232,Had it less than two months and three yellow dots were on the screen that wouldn’t go away. Kept it stored in my room on an open shelf. Never dropped. Very well taken care of.,2022-05-18 18:18:50.752232,1,1
2022-05-18 18:18:50.752232,Great Wireless V.R ever. I had fun playing with it on the holidays and great specs for the money. I would highly recommend it for somebody for getting in V.R.,2022-05-18 18:18:50.752232,5,5
2022-05-18 18:18:50.767718,"I never thought I would like VR, but after testing out a friends I knew I had to get one. The games, interactive videos, the future is limitless. A must own",2022-05-18 18:18:50.767718,5,5
2022-05-18 18:18:50.771743,"The only experience I had with VR before this was the PSVR I bought for my PS4 a few years ago... so I wasn't expecting much from this.  Wow... I was amazed at the difference.  This is LIGHT YEARS ahead of the PSVR, and has the ability to play QUEST optimized games wirelessly, or play PCVR games as well with Oculus link!  This is a no brainer, especially for the price.  There are issues people have with requiring a facebook login to use one of these, and I understand, by the online privacy boat sailed a long time ago for me so I don't have any issues there myself.",2022-05-18 18:18:50.771743,5,5
2022-05-18 18:18:50.775709,This was my first vr head set and I love it this thing is so freaking cool!!,2022-05-18 18:18:50.775709,5,5
2022-05-18 18:18:50.779687,"The graphics are better than my previous VR headset Oculus Rift. I also bought the link cable to be able to play games that are for Oculus Rift. You can purchase an app VR Desktop that lets you play Oculus Rift games without any wires and anywhere in wifi range but batteries last about 4 hours of play time this is just an estimate haven't really timed it. the link cable which is about $75 keeps the battery charged while playing. I have really liked the Oculus Quest 2 no sensors, no wires, play anywhere, better graphics, words look better, games play fine with Link Cable or VR Desktop. Started ALYX-HALF LIFE with Oculus Rift but it died so I purchased the Oculus Quest 2 and cable link and the game looked and played better with the Quest2 and then I purchased the app VR Desktop and it played ALYX-HALF LIFE without any problems or use of link cable. I am glad in a way that my rift died because the Quest2 has been so much better to play and use.I would recommend the Quest2 with the link or the app VR desktop because there are so many more games to play. I have a I7-7700K with 32GB Ram and 2 NVIDIA 1070 Graphics cards and i am enjoying playing Medal Of Honor Above And Beyond with the Oculus Quest 2 and the VR Desktop app",2022-05-18 18:18:50.779687,5,5
2022-05-18 18:18:50.945240,"We are enjoying this VR. Myself and my two children. Although I wanted to get the 64 gig one, They did not have it and I was forced to buy the 256 gig one.
I really love the VR gaming it is for sure a new way to game and interact with others that was never possible before at such a low price point.
I think the head set needs a little improvement the strap is a big PIA, I am really looking forward to the next one that comes out.  By then I think the small bugs and glitches will be figured out and the platform will also have a ton of more games. It dose get quite expensive to buy the games and have this fee and that fee for this and that.",2022-05-18 18:18:50.945240,4,4
2022-05-18 18:18:50.945240,"We bought this for our son for his birthday. Easy to set-up.  The one thing that I thought that should have been advertised is that it requires a Facebook acct. to play.  with our son only being 15 we haven't allowed him to have one. so we now have it linked to my acct.  but aside from that.  we have a blast playing with it.  it's fun.  depending on the game you are playing depends on the amount of battery life you have.  but with constant play, again depending on the game can last 2-5 hours.  headset is comfortable once adjusted to your head.  I would recommend the bigger GB of the 2 options.  especially if you are wanting purchase a lot of games.",2022-05-18 18:18:50.945240,5,5
2022-05-18 18:18:50.945240,"I think everything I could say about this product has already been said countless times over. However, I will anyway. This product is the best entry level VR experience. The controllers feel amazing in the hand and the tracking is superb. Ive used and have a PSVR and when I switched on the quest for the first time, I was amazed by the quality and stereo sound. It was enhanced by knowing that it is an all in one product that is portable and doesn’t need to be connected to a computer or use a wire that you can get tangled in. Having used VR before, I was still amazed and if you have never experienced VR, your mind will explode. Great price and quality.",2022-05-18 18:18:50.945240,5,5
2022-05-18 18:18:50.960212,"This is my second Oculus (I also have the Oculus Go) and this one is really amazing. The controls seem awkward at first but once you get used to them, they are easy to work with. I do recommend buying some grips to add to them to better secure them to your hands. I purchased some on Amazon that were $15 that work great. The headset is a bit heavier but stays on well. The overall experience compared to the Go is outstanding. It’s so much better being able to use both hands and you really feel immersed in the games. Saber is awesome, if you’re looking for somewhere to start. Highly recommend this Oculus if you’re looking for a great wireless VR option.",2022-05-18 18:18:50.960212,5,5
2022-05-18 18:18:50.960212,"I will say I bought this on impulse and boredom because they didn't have any PS5's but it was a purchase I don't regret.  I think I have had every game system that has come out throughout the years but this VR system takes gaming and entertainment to a whole different level.  

My first game was Real VR Fishing and I was in awe with the realism of this game. I spent 2 hours and 15 minutes playing this game when I downloaded it. 

My only issue is the strap that came with it.  I was getting headaches after about the second day but decided to buy a new headstrap from Amazon and let me tell you...…What a big difference!!! It feels more secure and not so heavy on my face.  

I also bought a new blue silicone cover mask for sanitary reasons.",2022-05-18 18:18:50.960212,5,5
2022-05-18 18:18:50.960212,"Very fun; easy my boyfriend and I love it. Only reason I knocked off a star is because battery life. It lasts maybe 2 hours of play time and then it’s dead and needs to go on the charger. I know there’s additional things you can purchase to make the battery last longer. But as far as just this item goes, it’s one of my only complaints. 
Also, I love how I am able to play this with my glasses on. That is definitely a great perk!
We bought multiple games for it right away from the oculus app and have been in love since. Can’t wait to get accessories to help with battery life so we can play it longer than a couple of hours at a time.",2022-05-18 18:18:50.960212,4,4
2022-05-18 18:18:50.975231,"Overall- it’s an improvement on the already great Quest product line. The inclusion of a higher resolution display and support for WiFi-6 was reason enough for me to upgrade. Others may take issue with the Facebook requirement, the switch to an LCD screen from OLED, and the 3 choice IPD adjustment (rather than the slider on the original Quest), but the price to quality ratio makes this a no brainer for anyone looking for their first VR headset. It’s a wonderful all in one, stand-alone experience, but couple it with a capable PC and you’re ready to go toe to toe with headsets 3 times the price. If you’ve read this much just BUY IT!",2022-05-18 18:18:50.975231,4,4
2022-05-18 18:18:50.975231,"Intense! This all-in-one VR set comes readily equipped with everything you need to play. Picked it up on launch day and the only time I'm forced to put it down is when the charge runs dry because I can't stop playing. No wires, no towers, no ridiculous setup, just a headset and two well-designed controllers. This is one of the most cost-efficient and comfortable VR headsets currently on the market, and the upgrades from the original Quest to the Quest 2 make it my overall favorite at the moment. Highly recommend for anyone looking to enjoy some casual VR gaming sessions or even some heavy use on multiple days throughout the week.",2022-05-18 18:18:50.975231,5,5
2022-05-18 18:18:50.975231,"Nothing was wrong with this thing, and it seems to work as designed but we just couldn’t get into playing it.  All games are online and cost 40 or more bucks for decent ones.  All the cheap games look and feel cheap.  Although I did enjoy playing the star-wars games and paintball in hangout.  Just got sick after playing for more than 30 mins.  My wife nor myself suffer from motion sickness and have been on many cruises and boats with no issues.  This thing would make us sick though.  Just weird to play.   We also could never get the oculus perfectly adjusted and it was always a little blurry especially when looking to the far corners while playing a game.",2022-05-18 18:18:50.975231,3,3
2022-05-18 18:18:50.990205,"This headset is pretty nice, stock strap isn't the most comfortable but with the Elite Strap its very nice. The speakers are fine but the experience gets even better with headphones for earbuds. Battery life is okay for the average user but if you are a person who plays for hours and hours at a time, i recommend either a battery bank or the Elite Strap with battery. The quality of the screen is also great, its crisp enough for games and movies. The storage that i have bought is the 256 GB but this is not at all necessary, the 64 GB version is enough for up to 10 or more games and some Photos or Videos. All in all its one of the best headsets for its price.",2022-05-18 18:18:50.990205,4,4
2022-05-18 18:18:51.101513,"For the price point, this is one of the best bang for buck products you can buy. There are countless free games to spend hours in. The average game price is about 20 USD so getting a decent collection of game won't break the bank! There are a ton of accessories available to customize and make the experience most comfortable to you. My only complaint is the battery life which is about 2 hours and the time to charge is about 2 hours. But, that is expected with something this powerful in a wireless package. Easily fixable with a 25$ battery bank that you can put in your pocket. I play for 4-5 hours at a time with no battery drain.",2022-05-18 18:18:51.101513,5,5
2022-05-18 18:18:51.101513,"My first experience with VR was with Samsung. IT'S really amazed at how far VR has come when I got my Oculus. You are brought into another world where things are so close you can touch them. The Oculus is clear and sharp and you can use it with glasses. I first bought the 64gb version but discovered I really needed more space. So I gave it to my sister and bought the 256gb version. I would say if you plan to do any gaming you should go for the larger memory. This headset is well made, sturdy and does all it claims. I was able to purchase this with a lease which didn't cost much because I paid it off on the third payment. You can't get anymore real than this.",2022-05-18 18:18:51.101513,5,5
2022-05-18 18:18:51.101513,"I have the oculus go and we upgraded to the oculus quest 2.  It’s definitely more fun and interactive. My only real complaints as it stands are.

1.) I wish there were some sort of detachable face guards.  When we play as a family games like say, Beat Saber, it’s really gross swapping the VR as the foam just soaks up any sweat. I put it on after the next person and it’s just sopping with sweat. Gross. There’s no way to wipe it off. I’m reluctant to purchase any work out games for this reason. 

2.) I wish it was easier to adjust to fit your head. More difficult on heads with long hair as you have to grab and pull to adjust and hair gets pulled along with it.",2022-05-18 18:18:51.101513,4,4
2022-05-18 18:18:51.120808,"It's horribly uncomfortable unless you drop another hundred or so dollars on it. You have to be attached to Facebook, so if something happens to login or account your SOL. Playing games on this vs. the PSVR really shows it's pitfalls. It can't keep track of hand movements, so when playing Beat Saber or other games that require lots of hand and arm movement, you'll just lose

Facebook doesn't offer giftcards, so gifting kids the ability to buy things on their own isn't possible. The Oculus is pointless. Just buy a PS then get the PSVR...it's the exact same cost when you factor in all the extra accessories you have to by just to make the Oculus Quest 2 workable",2022-05-18 18:18:51.120808,1,1
2022-05-18 18:18:51.125795,"My first VR headset, and I must say it's incredible.  A ton of free immersive content to watch and you can't go wrong with the must have ""Beat Saber"" game.  At times, I just take a break and get on to sink to the bottom of the ocean and watch some sting rays for a few minutes to clear my mind and then get back to work!
Takes some fiddling with the straps to get the right fit, and the battery has been lasting around 2-2.5 hrs.  I[m looking forward to higher resolution in future models, but the built in speakers are extremely crisp and clear, and i haven't found the need to use any headphones yet.
Wish I had gotten this sooner.",2022-05-18 18:18:51.125795,5,5
2022-05-18 18:18:51.130780,"The Quest 2 is necessary equipment as escaping reality has been fantastic for both my mental health and physical fitness. Being wireless and not needing a PC takes away some huge barriers to VR. Add in the facts that you can use a stationary or adjustable guardian and that most games are cheap and it’s no wonder this is the VR set to buy right now. Some downsides are that your face rests on foam that is a sweat sponge and don’t expect great battery life if you just play games that use lots of rumble and tracking, but even without using this for exercise there is a ton to see in VR. I must highly recommend the Quest even though a Facebook account is mandatory.",2022-05-18 18:18:51.130780,5,5
2022-05-18 18:18:51.134904,Best purchase I have ever made! I bought 2 then ended up buying 2 more for my kids. You really do feel like you're in the headset. It's amazing!!! I will buy more later on for sure. I myself need one. I'm always using my kids Oculus 2. The only reason why I gave it 4 stars and not 5 is because the battery drains quick. Last about an hour to 2 hours. Then after 10 minutes of using it my cheek hurts so much. The Oculus is heavy so it weighs down on your cheek area adding pressure to your sinus areas. I also would like for Oculus to create a family account so I won't be buying the game 3× on each headset. Most games are $15-$50.,2022-05-18 18:18:51.134904,4,4
2022-05-18 18:18:51.134904,"I am returning the Quest 2. After 17 days of use, I’m officially calling it...Quest 1 is the better headset for graphics handling and overall performance. The Quest 2 has twice the memory capacity yet it lagged while playing Beat Saber. It was even worse when I tried to play SURV1V3 (link cable), I thought it was caused by my PC that’s running a NVIDIA GeForce 2060 graphics card. I tried to problem solve it without success until I switched to my Quest 1. That solved the problem. I played SURV1V3 without any lag. The unit overall is cheaply made, the eye width adjustment went from 10 sizes to only 3. The resolution is slightly better but with the lag it’s moot.",2022-05-18 18:18:51.134904,3,3
2022-05-18 18:18:51.134904,"The quality of the physical product seems great, but the app you need to use the product is terrible. Support for the product is even worse. I’ll own this for less than 24 hours. Picked it up at 7pm. I’ll be first in line at Best Buy at the store in the morning to return it. Found all the bad reviews for trying to get logged in while searching for a solution. Tech support did the typical delete and reinstall the app - and then gave up.

It literally spins the wheel of login death for as long as you’ll keep the app open…",2022-05-18 18:18:51.134904,1,1
2022-05-18 18:18:51.149904,"Best purchase every! So Many awesome games. Never experienced VR and this is more than what I expected. One thing I do recommend is to purchase the separate head piece. The one it comes with makes the headset heavy on your head. But once we purchased the separate head piece it was way more comfortable. 
There’s many free downloadable games and many great deals. Regular game price run from 30-50$ most are about 30$. 
Definetly recommend can’t wait for friends and family to get on board with VR so we can try multiplayer options and interact virtually! 
This has really kept us entertained during this pandemic and cold weather.",2022-05-18 18:18:51.149904,5,5
2022-05-18 18:18:51.239924,"A noticeable improvement in visual sharpness/clarity over previous models. I do miss the inky blacks of OLED screens, but the tradeoff in clarity is worth it, I think. Text is easier to read, which is huge in games like Elite Dangerous, where you're in a cockpit reading various panels.

I've had a bit of trouble with tracking in low-light. I didn't realize that was the problem at first, so be sure to play with enough ambient light that your hands don't ""disappear"" and go flying all over the room in the middle of your gaming session.

I wish it weren't white, though. White can get dirty easily and the headband isn't something you can toss in the washing machine.",2022-05-18 18:18:51.239924,4,4
2022-05-18 18:18:51.239924,"I don't get much time to use the Oculus Quest 2, but occasionally hit up some beat saber. My kiddos have been putting time every day after finishing homework. The performance and power is impressive, no issues with any of the hardware.

Removed one star due to requirement to utilize Facebuukz account. Also, it behooves me as to why there are no gift card options to buy at retail stores for purchases to be made in the Oculus marketplace. 

P.S. I haven't purchased any Meta real estate yet, as I envisage this technology has alot of room to grow and improve over the next 5-10 years. For now, the experiences had in VR are a fun little novelty to kill some time with.",2022-05-18 18:18:51.239924,4,4
2022-05-18 18:18:51.239924,"This thing is truly amazing and a total blast. It was a great pick me up for the whole family with everything going on. 

Setup is fairly easy, but you do need a Facebook account. The system creates a virtual barrier in any space to keep you from running into things and you can use this anywhere. No Tv or cables required. 

Games range from $10-30, but there is also a good deal of free content out there too. 

The one thing keeping me from giving it 5 stars is the strap. I highly suggest getting the Pro Strap that Oculus makes, but it really should come standard. 

Overall it’s a lot of fun and a great time for the family.",2022-05-18 18:18:51.239924,4,4
