Game_Id,Game_Name,Game_price,Game_description,Game_Modes,Game_PlayerModes,Game_Tracking,Game_Controllers,Game_Platforms,Category,Game_Genres,Game_Languages,Game_Version,Game_Developer,Game_Publisher,Game_Website,Game_ReleaseDate,Game_Policy,Game_RecommrndedCPU,Game_RecommrndedGraphics
869694586482674,Escape Room VR,¥490,"We are happy to announce that four rooms are now available! You can purchase the newest story for 1,99$. 

Try your mental strength in four different predicaments. In the beginning, you have ""Crazy Kidnapper"" where you woke up in a closed room with no memories of how you got there. Then ""Dirty Money"" challenged your quick thinking in order to avoid getting caught by the police. We all remember those special parties after which you wake up with only a couple questions in your mind. Where am I? How did I get here? This ultimate challenge adds one more to the collection... How do I get out? You can look for answers to those in ""Knowledge & Order"".

And now we're adding an extra challenge, a fourth story! As a disrespectful customer, you're being punished by the store employees who left you alone in the closed shop. You have 15 minutes before the alarm goes off and you get in more trouble... Test your wits in ""Salesclerk Revenge""!

Good luck!",Single User,,,"Touchpad, Oculus Go Controller","Gear VR, Go",Games,"Exploration, Puzzle",English,4.3,PunkPirates,EvilPort,http://www.escroomvr.com/,"February 24, 2016",Privacy Policy,,
970981526326393,Welcome to Virtual Reality,Get,"From the team who brought you the top rated VR experience ""Welcome to Oculus"", comes the definitive introduction to virtual reality for Gear VR. Sit back and relax as you are whisked away on a guided journey, in which you will experience the key elements of virtual reality. From having your perceptions of scale challenged, traveling through the vastness of space, hanging out with friends, or even running into a few surprises, you will get a full tour of VR in a single experience. Perfect for introducing friends, family, or even complete strangers to virtual reality.

Featuring YouTube personality Boogie2988 and narrated by Kevan Brighting of ""The Stanley Parable"".

Please note that Bluetooth headphones are currently not supported. For more information, please visit http://slicevr.com/support/",Single User,,,Touchpad,"Gear VR, Go",Apps,"Casual, Narrative",English,1.0.3,TREYTECH SOFTWARE LLC,Slice VR,http://www.slicevr.com/,"June 22, 2016",Privacy Policy,,
977115909056929,Base Blitz,Get,"Base Blitz is now “Free to Try!” Play the first three missions for free, then continue your blitz through NINE new missions to end the AI’s reign with a single in-game upgrade purchase. Construct your base, build your army, and determine your strategy of attack. Every map provides a unique challenge with new units, obstacles, and traps to contend with. You can even advance your economy to earn the right to build the fearsome nuclear silo and rain molten destruction on your enemy! As you level up your character, you’ll earn cash for technology advancements that can be placed into your own custom maps to share with other players. 

Other features include, an in-game tutorial, leaderboards, map editor, and the classic base-building, economy management, and strategic battles that strategy players love to dig into.",Single User,,,"Oculus Go Controller, Touchpad, Gamepad","Gear VR, Go",Games,"Action, Arcade, Strategy","English, French (France), German, Korean, Spanish (Spain)",1.0.0.662093,Petroglyph Games,Petroglyph,http://www.petroglyphgames.com/,"July 28, 2017",Privacy Policy,,
779304552192363,Esper 2,¥790,"""Esper 2 improves on the original in every way."" - VR Focus
Have you ever dreamed about moving things with your mind? What would you do with such power? Here's what we would do. Esper 2 is a game about using telekinetic powers to solve puzzles. Reprising your role from the previous game, take up your new job as an agent of ESPR, an organization set up to deal with an outbreak of telekinetic powers among citizens. Travel to exotic locations; solve puzzles, discover secrets, stop villainous plots, and fall unconscious multiple times. With an all-star cast, interact with a dynamic array of new characters, voiced by notable actors, Nick Frost, Lara Pulver, and Sean Pertwee, who join Eric Meyers, the esteemed vocal talent from the original game. Solve a wide range of unique and intuitive puzzles, while trying not to aggravate the game's characters, because they'll let you know if you do.",Single User,,,"Gamepad, Touchpad, Oculus Go Controller","Gear VR, Go",Games,"Narrative, Puzzle","English, Chinese (China), French (France), German, Korean, Spanish (Spain)",1.8,Coatsink Software,Coatsink Software,http://coatsink.com/,"December 10, 2015",Privacy Policy,,
2247877368571344,VR Casino,Get,"VR Casino is here! – The best all-in-one option Casino Games give you extraordinary casino experiences with a huge casino bonus – 1,000,000 Chips.

Start your fantasy Las Vegas-style casino journey with VR Casino now! Play the slot and table games you know and love, with realistic and stunning graphic, authentic casino sounds further adds to the experience. 

THE MOST FAMOUS TABLE GAMES
Blackjack & Baccarat, the most popular casino games in the world. Play as if you are in casino, squeezing the cards just like in real casino makes the game exciting to play!

SLOT MACHINE & DELECTABLE SPINS
TOP slots games right here, Wheel of Jackpot, Thunder of Zeus, Blazing Hit and Cosmic Wild! Which one will be your lucky slot?
And more Slots await! 

MASSIVE FREE CHIPS
* Daily Wheel Bonus
* Time Bonus
* All-in Bonus
* Level Up Bonus
* Bonus increases along with your level! 
And much more free chips for fun all day long!

Find more information at our Fan page: 
https://www.facebook.com/VRCasinoFans",Single User,,,"Touchpad, Oculus Go Controller","Gear VR, Go",Games,"Arcade, Casual, Puzzle","English, English (US)",0.2.6e,ME2ON VR,ME2ON,http://www.me2on.com/,"February 1, 2018",Privacy Policy,,
1341671792523028,Ultrawings,¥990,"In Ultrawings, you'll pilot multiple aircraft to complete tons of missions while soaring around beautiful islands.

Fully supports 3DOF controller for a truly unparalleled flight experience!  

Key Features:

- Pilot 4 distinct aircraft each with their own handling characteristics!

- Soar around 4 unique, beautifully-stylized islands!

- Earn money to buy new airports and new vehicles! Ultrawings is a VR game with REAL progression!

- Lots gameplay variety! Pop balloons, race, perform spot landings, fly through score rings, and even perform emergency landings! Ultrawings is the ultimate hobbyist flight game!

- Full English VO support guides you through the game!",Single User,,,"Oculus Go Controller, Gamepad","Gear VR, Go",Games,"Exploration, Flying, Simulation","English, English (US)",1.33,"Bit Planet Games, LLC","Bit Planet Games, LLC",http://ultrawingsgame.com/,"August 10, 2017",Privacy Policy,,
1035061809913798,Overflight,¥790,"Unveil the truth about unknown heroes fighting in the aftermath of World War II.

The war is finally over. Skilled pilots looking for new occupation have spread all over the world. You are one of them, a mercenary, smuggling a mysterious package for an unknown, powerful client. Things go south when you realize that the package contains fake documents for fleeing Nazis. 

Overflight Campaign will take you to the uncharted lands of South America to engage in a conflict that can define the final results of World War II. Immerse yourself in a unique story-driven VR experience with fully-fledged characters, intense dogfighting action and take part in the most breathtaking missions ever encountered on Mobile VR.

After you save the world, enjoy Overflight for hours in the multiplayer mode. Here, the game changes into a semi-realistic VR dogfight with dynamic action and constant adrenaline rush. Play with your friends or challenge the community! 

See you in the skies of Overflight!","Multiplayer, Single User",,,"Gamepad, Touchpad, Oculus Go Controller","Gear VR, Go",Games,"Action, Arcade, Flying, Shooter, Simulation",English,3.0.5,Gamedust,Gamedust Sp. z o.o.,http://gamedust.co/overflight,"October 19, 2016",Privacy Policy,,
859807967457408,The Hospital: Allison's Diary,¥290,"""In 1956, a nine years old child died in the psychiatric hospital of Santa Benedetta Martire. Her name was Allison. While alive, Allison wrote a personal diary, which is said to contain the truth about her past and the creepy life at the hospital. The diary was never found. A few years later, the hospital was shut down, and became a terrifying, god-forsaken place. You are Guglielmo Carter, a dauntless reporter interested in finding Allison's diary and revealing its hidden secrets.""

Taken from real facts, ""The Hospital"" is an horror experience, putting the user alone in an abandoned hospital searching for the unknown with only the help of a single torch. You will face true fear in a way you had never thought possible. The whole environment is free to be visited, while jump scares and cinematic effects will make you forget about the real world surrounding you.",Single User,,,"Touchpad, Gamepad, Oculus Go Controller","Gear VR, Go",Games,"Adventure, Exploration, Horror, Narrative","English, English (US), English (Australia), English (Canada), English (UK), English (South Africa)",1.6.1,KR Games,Star Consult S.r.L.,http://www.allisonsdiary.com/,"September 30, 2016",Privacy Policy,,
1135654449807002,Coaster,¥290,"Experience the thrill and sensation of 4 unique roller coaster experiences. Feel the wind rush through your virtual hair as you ride some of the most enjoyable and immersive VR coasters on the market.

Journey into each exceptional environment and enjoy extended coasters from a range of different perspectives. Get ready to swoop around asteroids in Space Coaster, fly with a bee’s eye view in Picnic Coaster, dive and loop around like never before in Room Coaster and explore a dystopian mining colony in Moon Coaster.

Sometimes intense, always exhilarating, 4 awesome attractions at a great value price.  

Check out Coaster today

Don’t forget to rate and leave a review!

Thanks and enjoy :)",Single User,,,"Touchpad, Gamepad, Oculus Go Controller","Gear VR, Go",Apps,"Action, Arcade, Casual, Exploration, Roller Coaster, Simulation",English,2.6,Monster Paw Games,Monster Paw Games,http://monsterpawgames.com/,"December 20, 2016",Privacy Policy,,
1028359287211728,Defense Grid 2,¥990,"Defense Grid 2’s amazing tower-defense strategy gameplay comes to mobile VR.  Defense Grid 2 pushes premium mobile VR gaming to its limits - utilizing the latest VR technology, Defense Grid brings Rift quality gaming to mobile devices.  We recommend updating your Android device to the latest OS version and drivers to ensure the best possible gaming experience.

Defense Grid has long been the gold standard of tower defense strategy games, and the VR version is one of the most comfortable VR games you can purchase while giving you a physical sense of the action around you that really enhances your strategic awareness of the game. Defense Grid 2 supports the mobile VR controllers, standard headset controls, or a Bluetooth Gamepad so you can play the way you want to play.

Play the 26 mission story campaign, unlock achievements, or claim glory on the leaderboads today!",Single User,,,"Gamepad, Touchpad, Oculus Go Controller","Gear VR, Go",Games,Strategy,"English, French (France), German, Korean, Spanish (Spain)",206127,Hidden Path Entertainment,Hidden Path Entertainment,http://www.hiddenpath.com/game/defense-grid-2-enhanced-vr-edition/,"August 11, 2017",Privacy Policy,,
1111432215631156,Our Solar System,¥490,"Get Our Solar System for 50% off for a limited time when purchased as part of the Oculus Back to School Pack!

“One of the best VR 3D education app about Solar System!” – 5/5 POP 2Review

Version 1.2 Support multi-language subtitles, through solar system knowledge quiz games to collect more than 10 different space probes.

It includes five lessons, and the total experience time is about 40 minutes. The first lesson describes the formation of the solar system; the second lesson presents our Earth and the Moon; the third lesson introduces the inner planets, including Mercury, Venus, Earth and Mars; the fourth lesson introduces outer planets, including Jupiter, Saturn, Uranus, Neptune and Pluto; the final lesson describes the structures of solar system's planets, and compares the different size of each planet.",Single User,,,"Touchpad, Oculus Go Controller","Gear VR, Go",Apps,"Exploration, Space/Universe",English,1.30,Crenovator Lab Corporation,Crenovator Lab Corporation,http://www.crenosmart.com/oursolarsystem,"November 16, 2016",Privacy Policy,,
