Game_Id,Game_Name,Game_price,Game_description,Game_platform,Game_genre,Game_playArea,Game_Controllers,Game_rating,Game_releaseDate,Game_latestDate,Game_version,Game_type,Game_modes,Game_languages
394d0072-a558-4d0c-a864-525a88134965,Windlands 2,"¥3,090","Description

Return to the world of Windlands, alone or with friends. Armed with grappling hooks and a bow, soar through the ruins of a fallen world. Embark on a journey to destroy the gigantic titans and save the world from an ancient danger.
(also playable on Oculus Rift)



Continue reading","VIVE                            


                                                                                                                                                                VIVE Cosmos                            


                                                                                                                                                                VIVE Pro                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                Valve Index                            


                                                                                                Windows Mixed Reality                            


                                                                                                                                                                VIVE Cosmos Elite","Adventure
Action
Social","Seated
Standing
Room-scale","VIVE Controllers
Oculus Touch
Windows MR Controllers
VIVE Cosmos Controllers
Valve Index Controllers",10+,12/12/2018 7:22,11/11/2019 3:57,2,Game,Multiplayer,English (United States)
dbe9aea4-50d2-4e2e-8d22-780a26d27a6f,Windlands,"¥1,980","Description

A first person grappling hook exploration game. Soar through the ruins of a fallen civilisation and discover the secrets of the ancient world. Designed with full Virtual Reality support for the HTC Vive and Oculus Rift, also works great in Non VR.
(also playable on Oculus Rift)



Continue reading","VIVE                            


                                                                                                                                                                VIVE Cosmos                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                Valve Index                            


                                                                                                Windows Mixed Reality                            


                                                                                                                                                                VIVE Cosmos Elite",Adventure,"Seated
Standing","Keyboard
Mouse
VIVE Controllers
Gamepad
Oculus Touch
Windows MR Controllers
VIVE Cosmos Controllers
Valve Index Controllers",Everyone,4/30/2016 11:34,8/1/2017 6:06,1.2.2,Game,Singleplayer,English (United States)
129f3a46-c6f1-44fd-a3ca-5e302986a787,Ryte - The Eye of Atlantis,"¥2,050","Description

Orichalcum Pictures presents Ryte - The Eye Of Atlantis. A VR experience that takes you through an epic journey as you travel back to the ages of mythical Atlantis. This ancient Greece and Myst-inspired VR adventure game, has players discover an authentic depiction of what historians and philosophers like Plato or Herodote imagined the long lost fantasy civilization of Atlantis to be.

Explore a mystical world with our company, Historia Time Travel

Set sail to the legendary city of Atlantis, standing atop the fertile central plains of a mountainous island which rose straight from the ocean of ancient Greece. Visit the citadel’s main harbor sprinkled with outdoor markets filled with occult artefacts, statues and worshiping venues. Meet the village fishermen and its sacred temples, acquire supernatural powers and let your spiritual beliefs guide you through the Atlanteans religious wisdom and mysticism practices.


A dreamlike adventure

Alternate history fans will be transported to the lost civilization of Atlantis to unravel its mysteries, wield supernatural powers and, maybe, prevent a global catastrophe. Fill in the sandals of an Atlantean unfairly jailed and escape from captivity. Join forces with the clerics to find the oracle and witness epic battles where giant centurions battle for the sake of Atlantean Minds.


Physics puzzles and logical mindbenders

Decode secret messages to gather clues, read the sky and the constellations to channel the stars power , play with mystical energies to open your path. With the guidance of Atlantean allies like Danae, players will learn how to use complex mechanisms to solve challenging puzzles. Your logic skills will be put to the test, leaving you without a minute to rest. At the same time, you will acquire telekinesis powers, allowing you to manipulate the environment to your advantage.


Multiple endings

Throughout the course of the adventure, players will constantly have to weigh the consequences of their actions, as moral decisions, quick wits and an eye for secrets will determine one of fours distinct endings and the fate of both Atlantis and oneself.



- Immerse yourself into an antique thrilling world to unlock the mysteries of Atlantis filled with strange machines, mind-bending puzzles and supernatural powers.
- Progress through the levels as you solve puzzles, decipher riddles and explore a mythical universe where your moral choices will directly impact the storyline and its ending.



Continue reading","VIVE                            


                                                                                                                                                                VIVE Cosmos                            


                                                                                                                                                                VIVE Pro                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                Valve Index                            


                                                                                                Windows Mixed Reality                            


                                                                                                                                                                VIVE Cosmos Elite",Adventure,Room-scale,"VIVE Controllers
Oculus Touch
Windows MR Controllers
VIVE Cosmos Controllers
Valve Index Controllers",13+,7/6/2021 6:25,7/13/2021 10:12,1.1,Game,Singleplayer,"English (United States)











French (France)











Chinese (Simplified)











German











Italian











Spanish (Spain)"
7b132381-905c-4333-ae29-c64fbee2f76d,The Gallery - Episode 2: Heart of the Emberstone,"¥2,980","Description

After following your sister Elsie to the world of Ember, you discover the remnants of a destroyed civilization, torn apart by two siblings and their individual quests for power. Along the way you meet a mountainous ally who, like you, is looking for their other half. Using the Gauntlet, a mysterious new power capable of manipulating energy, you must unravel the history of this forgotten place, and reveal the true intentions of the dark figure who sent you here. 

- Continue your epic journey through the Starseed to the distant planet of Ember, in this highly-anticipated sequel to Call of the Starseed, the VR adventure that started it all. 

- Unravel the dark past of a forgotten world inspired by classic 80’s fantasy, including Labyrinth and The Dark Crystal

- Control impossible technologies with The Gauntlet, a mysterious relic imbued with telekinetic power

- Unlock history with a world of new puzzles designed to take full advantage of the physicality and precision hand-tracking only possible with virtual reality

- Come face-to-face with a mountainous ally and bizarre alien creatures in stunning roomscale presence

- Experience the best in VR sound with captivating spatial audio and a brand new Original Soundtrack by award-winning composer Jeremy Soule

- Immerse yourself in a lovingly polished world of fantasy; with multiple hours of gameplay, story, and wonder in this elaborate sequel
(also playable on Oculus Rift)



Continue reading","VIVE                            


                                                                                                                                                                VIVE Cosmos                            


                                                                                                                                                                VIVE Pro                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                Valve Index                            


                                                                                                Windows Mixed Reality                            


                                                                                                                                                                VIVE Cosmos Elite","Adventure
Sci-Fi","Standing
Room-scale","VIVE Controllers
Oculus Touch
Windows MR Controllers
VIVE Cosmos Controllers
Valve Index Controllers",13+,10/18/2017 17:02,1/4/2018 9:42,1.1.0,Game,Singleplayer,"English (United States)











Chinese (Simplified)"
386c7d8c-1f2d-4694-996a-32ab17dec7d8,The Gallery - Episode 1: Call Of The Starseed,"¥1,980","Description

Your missing sister, an ancient machine, and a sinister presence await within The Gallery, an episodic, built-for-VR game inspired by dark 80’s fantasy films. Step into a VR adventure with groundbreaking new game mechanics, in a forgotten world filled with bizarre characters and wonder.

Become the hero and experience a deeply immersive adventure inspired by the dark 80's fantasy films we know and love.

Enjoy groundbreaking gameplay designed specifically for VR with a full-room scale support experience, 1:1 hand tracking, and made for VR interactions that will have you moving, sitting, standing and crawling.

Challenge your wit and curiosity solving puzzles and diving into detailed worlds; looking in, under, over and around every nook and cranny.

Traverse through mysterious environments with comfort and ease, using Cloudhead's dynamically scaling BLINK locomotion system.

Cutting edge positional audio and spellbinding soundtrack by award winning composer Jeremy Soule.
(also playable on Oculus Rift)



Continue reading","VIVE                            


                                                                                                                                                                VIVE Cosmos                            


                                                                                                                                                                VIVE Pro                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                Valve Index                            


                                                                                                Windows Mixed Reality                            


                                                                                                                                                                VIVE Cosmos Elite","Adventure
Strategy
Sci-Fi","Standing
Room-scale","VIVE Controllers
Oculus Touch
Windows MR Controllers
VIVE Cosmos Controllers
Valve Index Controllers",13+,5/11/2016 10:33,1/2/2018 9:49,1.1.2,Game,Singleplayer,English (United States)
0efbceb2-41c9-46af-9366-47e26c386c8a,A Wake Inn,"¥2,050","Description

A Wake Inn is a PC VR horror game with elements of action, storytelling, exploration and puzzles.
Explore gloomy passages on a wheelchair, with an immersive control system complying it's limitations and difficulties. You won't be alone - mysterious Doctor Finnegan, owner of the estate, will accompany you through your shortwave transmitter. On your way you'll find many other items - some useful to move forward, some that can give you a hint about this place and it's former inhabitants. The hotel is occupied by other dolls similar to you, but they have no friendly intentions - they're raging and deadly, so try to avoid them. Fight when there’s no other way around.

You wake up as a human sized doll in an abandoned, retro style hotel, where apparently something bad happened in the past. And strange machinery definitely had something to do with it - you're the one to find out what is your role in this history. Who you are? How did you find yourself in this creepy place? Remains left by former residents may be some clue - but can you link them, build a true picture of the past, and decide your own fate?
 
Game features:

-Immersive wheelchair control system - just sit on a chair and use controllers to move your wheels.
-Interactive items, like a shortwave transmitter which allows you to keep in touch with the mysterious character that’s leading you through the game, a flashlight that lights up the darkness of hotel passages (but only if you have the batteries), radio with custom stations, or the cinema room, where you can screen movies from reels you found around the hotel.
-Environmental storytelling based in an old art deco hotel designed in detail.
-Moody soundtrack and sound design referring to classics of horror.
-Dynamic, physic driven enemies, who can be avoided by sneaking mechanics, or taken down with melee weapons.



Continue reading","VIVE                            


                                                                                                                                                                VIVE Cosmos                            


                                                                                                                                                                VIVE Pro                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                Valve Index                            


                                                                                                Windows Mixed Reality                            


                                                                                                                                                                VIVE Cosmos Elite","Action
Horror
Narrative",Seated,"VIVE Controllers
Oculus Touch
Windows MR Controllers
VIVE Cosmos Controllers
Valve Index Controllers",17+,1/18/2021 4:25,5/28/2021 11:09,1.4.9,Game,Singleplayer,"English (United States)











Chinese (Simplified)











French (France)











German











Italian











Polish











Portuguese (Portugal)











Russian











Spanish (Spain)"
a093ee60-4a1e-442f-a4c9-3c301cbd5fb9,Westworld Awakening,"¥3,090","Description

Set during the events of Westworld Season 2, “Westworld Awakening” is a narrative-driven, single-player stealth exploration experience played from the perspective of Kate – a host within the Mesa facility who has attained self-awareness and must undergo a journey of self-discovery to understand exactly what that means. To survive a dangerous underworld where no one and nothing is what it seems, you must take matters into your own hands and, using a Quality Assurance tablet, manipulate the world around you. 

As you navigate Delos’ labyrinthine laboratories and offices, you will encounter iconic scenes and settings​, solve puzzles, and interact with (and manipulate) other hosts. All while Hank, a relentless serial killer host who has stalked Westworld for generations, is in constant pursuit, forcing you to react quickly even as you venture further into the unknown. To escape, you must plunge into Westworld's secret past and overcome an entire world designed to destroy and enslave you.



Continue reading","VIVE                            


                                                                                                                                                                VIVE Cosmos                            


                                                                                                                                                                VIVE Pro                            


                                                                                                                                Oculus Rift                            


                                                                                                                                                                VIVE Cosmos Elite","Adventure
Action
Horror
Narrative","Standing
Room-scale","VIVE Controllers
Oculus Touch
VIVE Cosmos Controllers",17+,8/20/2019 16:00,9/24/2019 13:00,1.2,Game,Singleplayer,"English (United States)











German











Portuguese (Brazil)











Spanish (Latin America)"
a5e25af2-d747-44ad-ab84-ee28f1c6053b,Torn,"¥3,090","Description

Deep within a forest no one has ever seen, in a field no one has ever stepped foot in, you come upon a house that should not exist. You push the door open, step inside, and begin to record. Scientific papers and instruments are everywhere, the research of Dr. Lawrence Talbot, reported missing more than 50 years ago... 

For Katherine Patterson, a video blogger and explorer of the abandoned, Talbot’s mansion is the story of a lifetime, worth millions. But as you begin to unravel the mysteries Talbot has left behind, nothing can prepare you for the truth that lies ahead. Record everything you see, for in Talbot’s world, nothing is as it seems. 

Torn is a VR mystery inspired by works such as The Twilight Zone and Black Mirror.  The story was written by video game writer Susan O’Connor (Tomb Raider, Bioshock) and its score composed by the Garry Schyman (Bioshock).
(also playable on Oculus Rift)



Continue reading","VIVE                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                Valve Index                            


                                                                                                                                                                VIVE Cosmos Elite",Narrative,"Standing
Room-scale","VIVE Controllers
Oculus Touch
Valve Index Controllers",13+,9/24/2018 7:58,9/24/2018 7:58,163333,Game,Singleplayer,"English (United States)











French (France)











German











Italian











Japanese











Korean (South Korea)











Spanish (Spain)"
8efdbc3e-a750-4c8f-afe6-57150ded930d,The Wizards - Dark Times,"¥2,570","Description

Face the end of the world in the sequel to The Wizards. The critically acclaimed VR spellcaster returns with a gesture-based system, challenging enemies, grand adventure, and the ever-witty narrator. Put on your VR headset and set off on a brand new perilous journey across the plague-ridden realm of Meliora. 

Your body is frail, but your power is immense. Discover and master 11 individually designed spells with distinct abilities and effects. Forget about button combinations, command the arcane forces with nothing but hand gestures - as a true Wizard does!

A mysterious dark plague has fallen on the realm of Meliora, twisting its inhabitants into beings of hatred and madness. Forbidden powers and rogue wizards are involved, leaving only you to face the apocalypse head-on. Dare to journey through the Forsaken Wood, wade through the poisonous swamps of Meliora, descend into the ruinous Necropolis, and more - with no magical barriers to stop you in place!

Many fantastic creatures have fallen to the plague, becoming beings of destruction and death. Face new challenging enemies with unique abilities and individual behavior. Expect severe resistance - the world is ending, and it wants you dead too!

Are you up for the challenge?



Continue reading","VIVE                            


                                                                                                                                                                VIVE Cosmos                            


                                                                                                                                                                VIVE Pro                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                Valve Index                            


                                                                                                Windows Mixed Reality                            


                                                                                                                                                                VIVE Cosmos Elite","Adventure
Action",Standing,"VIVE Controllers
Oculus Touch
Windows MR Controllers
VIVE Cosmos Controllers
Valve Index Controllers",Everyone,5/20/2020 2:56,11/5/2020 8:01,1.04,Game,Singleplayer,"English (United States)











Chinese (Simplified)











French (France)











German











Russian











Spanish (Spain)"
29cdec53-91cb-40bf-9c86-deb5cf6169ec,The Wizards - Enhanced Edition,"¥2,570","Description

Become a powerful Wizard and take fate into your own hands! Immerse yourself in a beautiful fantasy world and destroy your enemies by casting spells with hand gestures!

[Important] If you can't here audio while playing the game, please follow this instruction: https://imgur.com/a/5BjhH

The Wizards is an award-winning action-adventure game with an unique system of casting spells with hand gestures and acclaimed narration and voice acting by Jason Marnocha. 

The Enhanced Edition comes with new content and mechanics as the result of two years of hard work to implement everything our players wished for. It introduces brand new level and cutscenes, checkpoint system, character customization, and more

* Action-adventure VR spellcaster set in a rich fantasy world
* Campaign featuring time travel, heroic battles and dragons
* Intuitive spell casting with motion tracked controllers
* Six element-based spells to learn and upgrade
* High replayability thanks to game-modifying Fate Cards
* Arena mode with challenging battles on the arenas
* Free movement and / or free teleportation-based exploration
(also playable on Oculus Rift)



Continue reading","VIVE                            


                                                                                                                                                                VIVE Cosmos                            


                                                                                                                                                                VIVE Pro                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                Valve Index                            


                                                                                                                                                                VIVE Cosmos Elite","Adventure
Action
Shooter
RPG","Standing
Room-scale","VIVE Controllers
Oculus Touch
VIVE Cosmos Controllers
Valve Index Controllers",10+,11/14/2017 10:05,7/3/2019 4:28,1.07.17990,Game,Singleplayer,"English (United States)











Chinese (Simplified)











English (United Kingdom)











French (France)











German











Japanese











Russian











Spanish (Spain)"
629c8dbe-93e2-4984-ba38-4db4a1337074,Wands,"¥2,050","Description

AWARDED VR GAME OF THE YEAR @ IMGA

""It feels magical."" - VentureBeat

WANDS® is a first person VR experience that offers fast-paced magic duels against other players online. Equip your wand with a wide variety of spells and battle other Wielders for fame, power and glory in the fantastic realms of The Beyond. Explore new spells and hone your skills in your secret workshop in between battles.

- Action-Packed Magic Duels 
- Friendly, Cross-Platform Community
- Spectacular Battle Arenas
- 25+ Powerful Spells
- Competitive Gameplay 
- Strategic Wand Loadouts
- AI Opponent
- Frequent Updates



Continue reading","VIVE                            


                                                                                                                                                                VIVE Cosmos                            


                                                                                                                                                                VIVE Pro                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                Valve Index                            


                                                                                                Windows Mixed Reality                            


                                                                                                                                                                VIVE Cosmos Elite","Action
Strategy
Social","Seated
Standing
Room-scale","VIVE Controllers
Gamepad
Oculus Touch
Windows MR Controllers
VIVE Cosmos Controllers
Valve Index Controllers",Everyone,12/4/2017 3:08,3/15/2022 23:57,1.8.1,Game,Multiplayer,"English (United States)











Chinese (Simplified)











French (France)











German











Japanese











Spanish (Spain)"
22eb52ed-3c74-4fe5-aebd-0c35e8bff279,Arizona Sunshine,"¥3,090","Description

*Includes the free Two-Handed, Old Mine & Undead Valley updates*

Virtual reality meets the zombie apocalypse! Arizona Sunshine is a first-person shooter built exclusively for VR that immerses you and up to three fellow survivors in a post-apocalyptic southwestern America overrun by zombies.

When you hear a flash of a human voice on the radio, your hopes surge - there are survivors out in the blistering heat of the post-apocalyptic Grand Canyon state! Armed with little more than your motion-controlled weapons and the scarce ammo and consumables you find along the way, you need to navigate the hordes of zombies coming for your brain in your desperate search for survivors.

Built exclusively for VR, Arizona Sunshine puts you in the midst of a zombie apocalypse. Survive solo or join forces with fellow survivors, handle weapons with real-life movements, and freely explore a post-apocalyptic world in VR. Putting the undead back to rest is more thrilling than ever before.

•	Co-op multiplayer: Join forces with a friend in co-op campaign mode or multiplayer Horde mode for up to four players. But beware, more warm brains mean more hungry undead.
•	Real-life weapon handling: Using VR motion controllers, handle 25+ weapons with real-life movements. Anticipate attacks, manage ammo and aim down the sights to blast your enemies to undead pieces.
•	Full-size campaign: Built in bite-sized VR chunks that together form a full narrative, the campaign allows you to jump in for a short session or stay for the complete ride.
•	Free exploration: Move around without restraints to explore a series of huge southwestern American environments, including treacherous canyons and deep, dark mines.
•	Immersive zombie survival: Scavenge the environment, loot undead enemies and manage your ammo and consumables in a battle for survival more immersive than ever before thanks to VR.
•	Unprecedented VR realism: When powered by an Intel® Core™ i7 processor or equivalent, Arizona Sunshine brings unprecedented realism to VR gaming with zombie mutilation, destructible environments, and an overall cinematic and immersive experience.
•	Only in VR: Arizona Sunshine is a VR shooter exclusively built for VR. Step into the midst of a zombie apocalypse as if you were really there and take on the undead unlike ever before.



Continue reading","VIVE                            


                                                                                                                                                                VIVE Cosmos                            


                                                                                                                                                                VIVE Pro                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                Valve Index                            


                                                                                                Windows Mixed Reality                            


                                                                                                                                                                VIVE Cosmos Elite","Action
Shooter
Horror","Standing
Room-scale","VIVE Controllers
Oculus Touch
Windows MR Controllers
VIVE Cosmos Controllers
Valve Index Controllers",17+,2/8/2017 5:17,3/25/2021 8:40,1.10.21775,Game,Multiplayer,"English (United States)











Chinese (Simplified)











French (France)











German











Italian











Japanese











Korean (South Korea)











Russian











Spanish (Spain)"
64d75e04-39f5-4a59-83c4-8466bc939adb,A-Tech Cybernetic VR,"¥2,050","Description

A-Tech Cybernetic is a first-person shooter built from the ground up for VR. It features two separate game modes: a classic swarm mode to put your shooting and survival skills to the test and a story mode that takes you to a futuristic biomedical company overrun by mutants. Control everything with real-life movements, interact with your surroundings as if they were actually there, experience a new kind of gameplay that’s more immersive than ever before thanks to VR. Be the badass guy you always wanted to be!



Continue reading","VIVE                            


                                                                                                                                                                VIVE Pro                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                Valve Index                            


                                                                                                                                                                VIVE Cosmos Elite","Action
Shooter
Horror
Sci-Fi","Seated
Standing
Room-scale","VIVE Controllers
Oculus Touch
Valve Index Controllers",17+,2/14/2018 2:59,9/17/2020 8:34,1.02.0,Game,Singleplayer,English (United States)
fa05f28c-3ab7-4733-b3a2-52fa885bbd62,Boiling Steel,"¥1,520","Description

You are one of many who set off in search of a better life in the distant bastion of scientific progress. Your goal is a colony planet, free from bureaucratic, religious and other radical restrictions.

Here they research and freely use industrial teleportation, transfer of consciousness and other technologies prohibited in the inhabited worlds. Factories, power plants, mines and residential complexes of the planet are fully automated. All the dirty and hard work is done by robotic shells controlled by the operator’s mind. It is a high-tech paradise. But here, something went wrong.

As soon as you wake up from a long sleep in a capsule of hibernation, you fall into circulation. Radical fanatics are here too. A virus was launched into information networks that turned robots into aggressive death machines. The paradise planet plunged into the chaos of war. The inhabitants of the colony took the seats of the operators of robotic shells and sent their army of robots into battle. Joint efforts have borne fruit.

The virus is localized, stripping is approaching the final phase. But the “robot riot” is just the tip of the space-iceberg that the planet has encountered. Everything that happens next goes beyond understanding and plunges the planet into utter darkness.

Your hibernation capsule is stuck in quarantine on an orbital station. But this is not a time to relax. Control the robotic shell of an engineering department directly from orbit! Immerse yourself in the thick of events and witness the inexplicable global cataclysm. Guess its nature and save the planet. But first, survive yourself.

Boiling Steel is a Sci-Fi VR shooter with an intriguing storyline.
- A unique system for quick reloading weapons adds drive and gives a unique gaming experience.
- Nine different tools with original mechanic of two-handed grip allow the player choose their own playing style.
- The weapon upgrade system automatically improves a favorite and frequently used tool, gradually turning it into a hellish machine.
- The ability to enhance selected parameters of the robotic shell adapts the gameplay for the player.
- Randomly generated biomes and dangers make each new playthrough unique.
- Thoughtful story missions reveal the gloomy secrets of the planet and keep the intrigue to the very end.
- Realistic graphics are completely immersed in the exciting reality of the fantastic world of the future.
- A minimum of 10 hours of gameplay, even for experienced players.

Welcome to the Boiling Steel universe! Explore, fight and share your impressions. The opinion of each player is important to our team.

And remember, a tool on overdrive is cooler than any weapon.



Continue reading","VIVE                            


                                                                                                                                                                VIVE Pro                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                Valve Index","Adventure
Action
Shooter
Sci-Fi
Narrative","Seated
Standing","VIVE Controllers
Oculus Touch
Valve Index Controllers",13+,12/6/2019 8:23,7/9/2020 8:12,4,Game,Singleplayer,"English (United States)











Russian"
60743ddc-2de6-487f-94ae-7fac16513a6f,Ultrawings,"¥1,520","Description

Ultrawings is the first aerial-themed, open-world game where you'll pilot multiple aircraft to complete a variety of missions across an island-themed world. 

The game features full tracked motion control support allowing you to use your hands to virtually interact with each aircraft's flight instruments for a truly unparalleled flight experience!

Key Features

- Pilot 4 distinct aircraft using your virtual hands for an unparalleled flight experience! 

- Soar around 4 unique, beautifully stylized islands! 

- Earn money to buy new airports and new vehicles! Ultrawings is a VR game with progression!

- Lots of gameplay variety! Pop balloons, snap photos, race, perform spot landings, fly through score rings, and even perform emergency landings! Ultrawings is the ultimate hobbyist flight game!

- The world feels alive! Soar by flocks of seagulls, buzz other planes, and even fly by boats and cars! 

- Full English voice-overs guide you through the game!
(also playable on Oculus Rift)



Continue reading","VIVE                            


                                                                                                                                                                VIVE Cosmos                            


                                                                                                                                                                VIVE Pro                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                                                Windows Mixed Reality                            


                                                                                                                                                                VIVE Cosmos Elite","Adventure
Action
Simulation",Seated,"VIVE Controllers
Gamepad
Oculus Touch
Windows MR Controllers
VIVE Cosmos Controllers
Others",Everyone,4/13/2018 3:04,11/7/2019 6:03,1.72,Game,Singleplayer,"English (United States)











French (France)











German











Italian











Japanese











Portuguese (Brazil)











Spanish (Latin America)"
5caad282-c68d-45cd-baad-19649d65a5cb,RUSH,"¥2,050","Description

Are you ready for the ultimate thrill ride?

Take a dive into the adrenaline-pumping world of wingsuit flying with RUSH. Soar down mountainsides at breakneck speeds. Weave through canyons, dodge outcrops, and plummet down sheer drops as you race towards the finish line.

Do you have what it takes to walk a tightrope at near terminal velocity?

FEATURES
- Stunning environments: Soar down four exhilarating mountains featuring real-time weather and time of day
- Challenging races: Over 80 unique mountain paths to master, from basic downhill trails to expert-level suicide runs through the narrowest of spaces.
- Multiple game modes: Race to the finish, Time Attack, and Score Challenge, each requiring a different set of skills and strategies to succeed.
- Epic multiplayer jumps: Challenge up to 11 of your friends online, or quick race against random jumpers.



Continue reading","VIVE                            


                                                                                                                                                                VIVE Cosmos                            


                                                                                                                                                                VIVE Pro                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                Valve Index                            


                                                                                                                                                                VIVE Cosmos Elite","Action
Racing
Sports
Simulation","Seated
Standing
Room-scale","VIVE Controllers
Gaze
Oculus Touch
VIVE Cosmos Controllers
Valve Index Controllers",Everyone,5/23/2019 7:00,8/13/2020 7:53,1.4.2,Game,Multiplayer,English (United States)
d7adc6e3-0383-48d3-89aa-17786f3841dd,Pangman,"¥1,220","Description

Pangman takes you inside a VR classic arcade game experience, where your goal is to burst as many spheres as possible by using a pair of guns that transform into hooks when you throw them. Complete 140 story mode levels in individual or cooperative campaign, and enjoy frantic multiplayer games with up to 8 players.

Pangman could be summed up in these 12 words:
FUN: Exploding spheres shooting your gun and your hook while altering the laws of time and physics is totally rewarding
NOSTALGIA: Relive the essence of classic video games in VR.
SIMPLE: Simplified controls, suitable for VR beginners. Mastering the gameplay, though, requires lots of practice.
DIRECT: No loading times or complex tutorials. Intuitive mechanics and gameplay.
SICKNESS: Action takes place inside an arcade simulation and there's no need to move, so there's no possibility of motion sickness
HUMOR: Script crammed with humor, silly puns and loads of references to general culture, classic video games and The Matrix saga.
SOCIAL: The story mode can be played in cooperative mode and there's also an arena mode for endless games with up to 8 players.
ROOM-SCALE: Pangman can be played even sitting down. But if you have a space of 2x2 meters, you'll have a great time dodging spheres.
MATRIX: The story and characters are loosely inspired by The Matrix saga, as well as the ""Dynamyc Timer"", a slow-motion power-up that takes us inside The Matrix universe.
REPLAYABILITY: Story mode includes 140 levels that can be played alone or in cooperative mode. There's also included an infinite online mode.
BEAUTIFUL: Simple but attractive cartoon graphics, bright and colorful.
SOUNDS: Spatializer 3D sound effects. Original soundtrack including 30 different themes.



Continue reading","VIVE                            


                                                                                                                                                                VIVE Cosmos                            


                                                                                                                                                                VIVE Pro                            


                                                                                                                                Oculus Rift                            


                                                                                                                                Oculus Rift S / Quest + Link                            


                                                                Valve Index                            


                                                                                                Windows Mixed Reality                            


                                                                                                                                                                VIVE Cosmos Elite","Adventure
Casual
Action
Shooter
Simulation","Seated
Standing
Room-scale","VIVE Controllers
VIVE Tracker
Oculus Touch
Windows MR Controllers
VIVE Cosmos Controllers
Valve Index Controllers
Others",Everyone,8/25/2020 7:00,3/3/2021 3:48,1.6,Game,"Singleplayer
Multiplayer","English (United States)











Chinese (Simplified)











Japanese











Korean (South Korea)











Spanish (Spain)"
