scrapping_date,one_reviews_text,review_date,review_rating,size,review_title
2022-05-23 14:50:27.423374,"
I set up and tested the headset and base stations and everything works great! I mainly bought this to use in VRC and am happy with how it was delivered, thank you very much!P.s Don't mind the left base station, it accidentally got that way when i was opening the package/how i carried it in.
",2021年10月1日 在美国审核,5,,"
The package was delivered in great condition!
"
2022-05-23 14:50:27.438996,"
The headset is very good I have enjoyed playing Pavlov and Boneworks if you are a Vr psycho overall the tracking is amazing.
",2022年5月1日 在美国审核,5,,"
Bone works is an AMAZING game AWESOME HEADSET!!!!
"
2022-05-23 14:50:27.438996,"
Performs as expected.
",2021年7月1日 在美国审核,5,,"
High price, good reliability
"
2022-05-23 14:50:27.454617,"
Sadly was missing charging cables for the hand controllers, everything else for now seems fine though
",2021年11月13日 在美国审核,4,,"
Missing chargers
"
2022-05-23 14:50:27.470239,"
Definitely overpaid for this. But getting it within a week was worth the price for me. Rather then waiting like 2 or 3 months getting it on steam.
",2020年12月30日 在美国审核,5,,"
Pricey but worth it for how fast I got it.
"
2022-05-23 14:50:27.485860,"
This is 1000 to 2000 more than it should be dont buy these they are an absolute ripoff just wait for the actual valve to get them in stock
",2020年3月2日 在美国审核,1,,"
Not the real valve. 2 to 3 times cost of the actual unit
"
2022-05-23 14:50:27.501481,"
Rip off price.
",2019年12月21日 在美国审核,1,,"
Ripoff
"
2022-05-23 14:50:37.734664,"
cheating people on the price
",2020年2月24日 在美国审核,1,,"
👎
"
2022-05-23 14:50:37.750292,"
I have bought 4 light houses. The first one went red after only two days, the second one went red after one and a half weeks, and the third (this one) has gone red after 5 months. The problem is the indicator light has gone red and will no longer sync up.Update 01/01/2020I wanted to add another comment about the light houses.  I had previously bought the HTC VIVE and used it for over a year.  The VIVE lighthouses were continuously plugged in 24 hours a day 7 days a week.  They never made a sound and never went out.  But the Valve lighthouses whine like a small speed motor and add noticeable background noise that is not bad but is there none the less.  And  the plastic lenses in the Valve are not as good as the glass lenses I replaced in the VIVE.  And while we are at it, the Valve headset does have a glare problem as previously stated by many other people and a fairly small 'sweet spot' for focusing (at least compared to the optical lens replacement in the VIVE).
",2019年12月30日 在美国审核,1,,"
light houses 75% failure rate.
"
2022-05-23 14:50:37.765915,"
Terrible practice. More than double then you'd originally pay. I don't understand how people like this sleep at night
",2020年4月14日 在美国审核,1,,"
SCAM DON'T BUY
"
2022-05-23 14:50:37.781528,"
Buy from valve. Scalpers suck.
",2020年4月8日 在美国审核,1,,"
Don’t buy. Probably broken
"
2022-05-23 14:50:37.797149,"
This is a scalper. The whole setup is about 1000 dollars and comes with the Half life game. Its 8 weeks shipping. 8 weeks goes by really quickly, dont buy from people like this.
",2020年4月25日 在美国审核,1,,"
Scalper
"
2022-05-23 14:50:37.797149,"
For the time this product came out, it was an excellent product in terms of specs and performance (industry leading refresh rate and sound.) The problem is that the quality control is severely lacking, and their proprietary replacements are both expensive and straight up out of stock.As of right now, my cable seems to be bad after under 100 hours of use. Valve offers zero phone support, and I had to navigate my way through a maze of self-help options to find the actual support link. As of right now, I've not had any response in over a day and the replacement cable I need is sold out (and the ONE other seller that sells them other than Valve is sold out as well).So I now have a very expensive paperweight, and nobody to talk to from Valve about that. I just have to wait around for them to respond, create an RMA, and then slowly mail a replacement out. I'm out of warranty, though which is only a SINGLE YEAR, so I may be completely out of luck. The replacement cable, which may take weeks or months to come in stock, is also $130 (from Valve, OR from the third party, it's all the same price).So yeah... I full-heartedly recommend the Valve Pro instead of this product. It has better resolution, 120hz refresh rate, and live chat that will give you faster support. Don't waste your money on an Index.
",2021年8月13日 在美国审核,2,,"
Poor Quality, Zero Support
"
2022-05-23 14:50:37.812770,"
Scalping, buy directly from steam/valve for about $600 less
",2020年1月24日 在美国审核,1,,"
Scam
"
2022-05-23 14:50:37.828422,"
Fantastic product. Buuuut its worth the wait just to get it from Steam. For 1. saves you a TON of money and this listing is a RIP off. 2k just because you are in a rush. NOT WORTH getting in here.
",2020年3月3日 在美国审核,1,,"
Can I give a -5
"
2022-05-23 14:50:37.844041,"
The Valve Index kits listed here on Amazon as of Aug 2020 are extremely overpriced. They can be purchased directly from the manufacturer (Valve) for $999.  There is a waiting list when purchasing directly from Valve, but the savings would definitely make it worth it.The Valve Index is an AMAZING VR experience, an absolute must-have. It's very comfortable, albeit a little heavier than most HMDs I've used. The hardware IPD adjustment works wonderfully, and the lenses can be adjusted forward/backward too to increase/decrease FOV. Just don't get ripped off when buying one -- buy from Valve.
",2020年8月2日 在美国审核,1,,"
Buy directly from Valve to save a bunch of money
"
2022-05-23 14:50:37.859663,"
Do not buy this unless you can't buy it from Valve on Steam in your country. Even then though...It's only $1000 USD on steam. You get a known good headset with full warranty support and the game Half Life: Alyx. No questions asked.
",2022年1月22日 在美国审核,1,,"
$1000 on Steam
"
2022-05-23 14:50:48.094173,"
So it true I don't have the Valve Index, only the Oculus Rift and the Oculus Rift S.  However this is not a review about the Valve Index.  It's about the price that is being charged. Which many of the reviews have been evaluating. It is so NICE to see that there are suppliers who are WILLING to make this product available for CONSUMERS who really need and want it and can AFFORD it.  If there was no mechanism to allow suppliers to charge over the manufactures SUGGESTED retail price, these devices would not be available on Amazon (or probably any other online retailer).  Perhaps a solution to all the people who perhaps can't afford more than the SUGGESTED price would be for Valve to price their product at, oh maybe, $4,999.99.  Yes, make the MSRP $4,999.99!  Now if one sees a ""discounted""  price of say, $3,500 or $1,200 or even $1000; the product (in this instance, the Valve Index) would be reviewed on the quality, durability, function, etc of the device and not on the basis of how far the price varies (upwards) from the MSRP.  Look I can't afford a Maserati (at least not a brand new one).  If I were to rate it do I give it a low rating because I think it too expensive?  Maybe.  But I should state, this car sucks BECAUSE I can purchase a 2020 Chevrolet Spark for a small fraction of the price of a Maserati and it will get from point A to point B, although not perhaps as fast a Maserati.  Clearly in NYC traffic the Spark might be just as fast as the Maserati.  Yeah, I can't afford a new Maserati (at least not the GranTurismo Coupe), but it's nice to know that if I was in a big hurry (I'm not) I could afford the Valve Index today.  This review was written at a time where the price was listed as Less than $3000 but More than $2000.
",2020年4月10日 在美国审核,5,,"
Don't have one, however......
"
2022-05-23 14:50:48.114119,"

Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 1:19Loaded: 7.60%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -1:19 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedSubtitles字幕关闭, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 Bought the Valve Index from the Stream marketplace and wasn't able to get it to work. Controllers shake constantly and sometimes will lose tracking completely. Went through every step with Steam Support and they couldn't help me fix it in any way. Steam support had me unplug all my USB devices only leaving in the essentials, had me uninstall probable programs on my computer, covered up all my reflective materials in my room and still nothing work. I have the original HTC Vive and never had any problems with that one just wanted to upgrade. I honestly think I got a defective headset. Been trying to fix the problems for over a week and now refund the item.Honestly don't know what to sayBought the itemSteam couldn't troubleshoot the problemThey think it was my computer that was giving the headset problemPlug in my old HTC Vive and no shakingLooked up on Reddit with people having the same shaking controller problems and no one figured out a solution.
",2021年9月6日 在美国审核,1,,"
Think I got a defective headset
"
2022-05-23 14:50:48.128082,"
so there's a couple of reason why I'm giving an 1 star review1. Its a scalp item what I'm meaning by this is there buying it from steam for 1,000 dollars and flipping it for more then the msrp2. the valve index can be purchase on steam for much cheaper and you get an 1 year warranty witch they don't say there warranty3. it will be easier if you bought it directly from steam for replacement parts and warrantyin the end its not worth it to buy an valve index on here for anything other than the asking price even use its going for more then the msrp witch you can by on eBay for much cheaper then on here don't give your money to this company its an bad idea and its not worth dealing with the bull that this drop shipper will do if I could give it an 0 I would please amazon  take all these listings down so people don't get scam by scalpers
",2022年4月7日 在美国审核,1,,"
steam will be better on it
"
2022-05-23 14:50:48.142045,"
I waited over 2 months for my initial order of the full kit directly from Valve. I do like the setup but only 2 weeks after having it, and with what I consider limited use, the left controller started sticking in the up position. Of course this is under warranty but rather than cross ship me a new control so Im not waiting even more, I have to send it in, wait for it to be checked and then they will send out a replacement.  They should offer a cross ship option where a hold is placed on your card, a replacement sent, and once the defective item is received they refund or release the hold.
",2020年7月24日 在美国审核,3,,"
Big wait on original order then hardware issue after a couple weeks.
"
2022-05-23 14:50:48.157005,"
I received my valve index on 3/22 as part of the batch of shipments that became available on 3/09.  After playing VR for an hour, you really lose sense of the real world.  I still feel like I'm in a game as I type this.Half Life Alyx came out on 3/23.  I've spent 3 hours playing the game so far and it is incredible.  So much attention to detail, so much immersion.  It's ironically the perfect game to play during Covid-19 quarantine.Running the Valve index on an RTX 2080 in a 10ft x 10ft space.  Everything is perfect.  The only downside so far is the wire from the headset to the computer.
",2020年3月25日 在美国审核,5,,"
Half Life Alyx just came out yesterday!!
"
2022-05-23 14:50:48.170967,"
Who wouldn't pay 5x for something so essential as a VR headset?Please buy NOW to help support this gentleman's medical treatment - an effort to stay one step ahead of his COVID-19 related erectile dysfunction. You won't regret it. And neither will his goat.
",2020年4月3日 在美国审核,2,,"
at $2500 this is a BARGAIN
"
2022-05-23 14:50:48.183932,"
I bought via Steam for $999, not from Amazon for $1600.  But I don't see anywhere to leave a review for it in Steam, so here I am.The headset is SMALL.  If you have a big head, you will be in pain within 30 minutes of putting it on.  It does not seal to my face AT ALL.  I lasted an hour before I had to quit from the pain.  The IPD is also quite limited.As for the actual in-game experience... honestly, it's like playing flat with head tilts.  I just don't get what's so great about VR anymore, and I can't believe this is supposed to be the best-in-class.
",2022年2月24日 在美国审核,2,,"
Meh experience. Also, WAY cheaper at Steam.
"
2022-05-23 14:50:48.195901,"
Buy on steam and wait the 8 weeks. For 1,000 dollars.  Doesn't make sence to pay ebay or Amazon 2 x the price something breaks its not under warranty bought steam will replace anything thats wrong with old versions  and 2020 there all fixed worked out bugs ..and it still comes with  warranty. They stand by there products  .  Hope it helps but if you must have now prepare for double  cost maybe more ..  i seen 5he headset alone  sell for 1000.
",2020年8月3日 在美国审核,1,,"
INDEX  IS  AWSOME  BEST VR I HAVE PLAYED OWN RIFT S AN QUEST  I STILL BOUGHT  INDEX  SO WORTH IT
"
2022-05-23 14:50:48.209863,"
I got the Rift S then sold it to get the Index thinking it would be better, mainly to play DCS. The resolution at the center is about  the same, but the Rift S resolution falls off slightly faster than the Index towards the edges. Overall I think the difference in image quality is negligible between the two and the tracking on the Rift S is better than the tracking on the Index. The Rift S hardly ever looses tracking, but if the Index loses view of the base stations it loses tracking. It's very difficult to hit switches on the consoles, or look behind you in DCS with just two base stations.  Also there is the additional setup required in placing the base stations, more wires, the Index is just a more complicated experience for a minor improvement in image quality, even if they were the same price I would still choose the Rift S. Finally because the base stations have moving parts they are more likely to fail than any other electronic device. I've had to RMA two of them so far.
",2020年4月19日 在美国审核,2,,"
Rift S is better
"
2022-05-23 14:50:48.222833,"
Yeah, the Valve Index is great and all but what got me writing a review was realizing the box is the perfect size to function as a nice under-desk foot rest.
",2021年7月3日 在美国审核,5,,"
BOX = Good Under-Desk Foot Rest
"
2022-05-23 14:50:58.478548,"
It’s a super good headset but by it from valve cuz it’s literally overpriced
",2019年11月2日 在美国审核,5,,"
Buy from valve
"
2022-05-23 14:50:58.494196,"
+1 for all other comments. Ordered base station, only received one. Review of add does not specify if one or two are to be shipped.
",2019年11月16日 在美国审核,1,,"
Only received only one base station
"
2022-05-23 14:50:58.509805,"
Scalper's are not okay. Shame on Amazon for not taking these down.
",2020年4月24日 在美国审核,1,,"
SCALPER
"
2022-05-23 14:50:58.525462,"
Do NOT buy this. The headset is dope. But you can purchase this kit from Steam itself for about a grand, USD.The only issue is availability right now, since they don't seem to be currently able to meet demand if you buy directly from Valve. But believe me, it is NOT worth the $1400 extra you're going to pay in ""scalper's fees"".
",2020年7月17日 在美国审核,1,,"
This is a scalper
"
2022-05-23 14:50:58.541032,"
GREAT VR Set.  BUT Don't pay more than the $1000 the manufacturer Steam sells it for.  (which includes free returns too)
",2019年10月8日 在美国审核,5,,"
Great VR Headset...  for $1000 if get direct
"
2022-05-23 14:50:58.556661,"
Selling it for 2-3 times the price. BUY FROM VALVE/STEAM.
",2020年4月1日 在美国审核,1,,"
Scalpers suck
"
2022-05-23 14:50:58.572303,"
Should never be > $1,000. Scalper. If this were the 1800's I'd slap him across the face and challenge him to a duel.
",2020年12月23日 在美国审核,1,,"
Scalper
"
2022-05-23 14:50:58.587921,"
Please, PLEASE do NOT pay DOUBLE for this headset - which isn't remotely the highest end headset on the market, that would be the HP G2 which is MUCH HIGHER resolution, almost DOUBLE what the Index is. So please, PLEASE do NOT support these d0cuhebags who try to STEAL from us like this!
",2021年1月31日 在美国审核,1,,"
SCREW THESE SCALPERS
"
2022-05-23 14:50:58.587921,"
Trash people buying up all the Valve Indexes just to resell them at over double the original cost.Greasy move...
",2020年6月12日 在美国审核,1,,"
Scalpers
"
2022-05-23 14:50:58.603544,"
the headset itself is great but on steam its 999$ so hope this review saved you some money
",2021年8月19日 在美国审核,1,,"
Headset is great
"
2022-05-23 14:51:08.816046,"
I cant stand my index. I put it on, get sick, dont use it for 4 months and repeat.  Possibly my worst purchase of all time factoring a video card.
",2022年1月8日 在美国审核,1,,"
Thousand dollar vomit machine
"
2022-05-23 14:51:08.831699,"
I hope whoever this never recoups their money with the new inventory from valve coming out.
",2020年3月4日 在美国审核,1,,"
New stock coming
"
2022-05-23 14:51:08.847289,"
no. just no, dude.
",2020年6月11日 在美国审核,1,,"
price gouging scammer
"
2022-05-23 14:51:08.862908,"
not worth $1,000.  They took the best parts of the old one and downgraded and changed different things.  More of a side grade.  NOthing takes use of the Knuckles controller y et
",2020年4月15日 在美国审核,1,,"
Alright
"
2022-05-23 14:51:08.878529,"
Buy this product directly from Steam.  Goes for around $1000 (and comes with a free bonus game).  You may need to stand in the line as of today (Dec2020). However, if something goes wrong, Steam tech support will help you without asking any questions (and you may need it).  5 stars to the Steam team and this product.  Zero stars to the person who sells it here on Amazon for twice the manufacture price.  Also, you need to have a compatible graphic card.
",2020年12月26日 在美国审核,5,,"
Buy this product directly from Steam
"
2022-05-23 14:51:08.898867,"
Seriously? $2400.00?!
",2020年4月11日 在美国审核,1,,"
Do
"
2022-05-23 14:51:08.914489,"
Just wait for one from Valve it is not worth the extra $1400!
",2020年4月29日 在美国审核,1,,"
Scalping!!
"
2022-05-23 14:51:08.930111,"
Do not buy here. Just buy it from Steam which costs $1000 and includes Half Life Alyx.
",2021年9月25日 在美国审核,1,,"
Scalper detected
"
2022-05-23 14:51:08.930111,"
I enjoyed using the VR headset. Most of my time however was spent waiting for restarts and debugging. This product is supposed to officially support Linux, but Valve's VR interface hardly works and is an honestly pathetic attempt if you can call it an attempt at all. Shame on Valve for acting like this product works on Linux.
",2022年2月10日 在美国审核,1,,"
Linux users beware
"
2022-05-23 14:51:08.945761,"
I have the headset.. colors are decent and controllers are best in class, but don't support someone selling it for 2x+ the price. Nuts
",2020年12月1日 在美国审核,1,,"
Don't feed the scalpers
"
2022-05-23 14:51:19.155117,"
should be $1000, to $1400
",2020年2月19日 在美国审核,1,,"
scalpy boy
"
2022-05-23 14:51:19.170739,"
Scalper
",2021年6月19日 在美国审核,1,,"
Scalper
"
2022-05-23 14:51:19.186389,"
just helping out by 1-staring a scalper
",2021年1月2日 在美国审核,1,,"
scalpy scalperson go away
"
2022-05-23 14:51:19.201981,"
Great headset but do not buy it on Amazon. Buy it on steam because it is only 1000 on steam.
",2021年7月18日 在美国审核,1,,"
Don’t buy it here. You can buy it on steam for 1000
"
2022-05-23 14:51:19.230865,"
Much cheaper online.
",2021年4月21日 在美国审核,1,,"
No no no
"
2022-05-23 14:51:19.246852,"
Steam automatically installed a driver change that broke my headset and support refuses to help me resolve it, so after less than 3 months of ownership I now have a $1000 paperweight.
",2021年2月28日 在美国审核,1,,"
No Manufacturer Support
"
2022-05-23 14:51:19.254886,"
Scalper
",2020年8月7日 在美国审核,1,,"
Scalper
"
2022-05-23 14:51:19.278301,"
That price is a little Excessive, this is hurtful for the VR community.
",2020年5月4日 在美国审核,1,,"
Scalper to the max
"
2022-05-23 14:51:19.293802,"
Do not but this product.It is cheaper on Steam.
",2020年6月2日 在美国审核,1,,"
Scam
"
2022-05-23 14:51:19.303928,"
2400$ should be ashamed.
",2020年4月26日 在美国审核,1,,"
bois be scammy
"
2022-05-23 14:51:29.532370,"
Buy on steam for $1,000.00 USD. Do NOT promote this scam.
",2020年6月16日 在美国审核,1,,"
PRICE GOUGE!!!!
"
2022-05-23 14:51:29.547993,"
If you order it from steam the entire kit is only $999. Paying more than double that price is stupid.
",2020年10月10日 在美国审核,1,,"
More than double the price if you just order from steam
"
2022-05-23 14:51:29.563615,"
JUST BUY THEM FROM STEAM IT WAY CHEAPER.
",2021年5月9日 在美国审核,1,,"
DON""T BUY FROM THIS SELLER
"
2022-05-23 14:51:29.579238,"
This is a scam and Amazon is letting its customers down by not removing it.
",2020年4月27日 在美国审核,1,,"
Scam
"
2022-05-23 14:51:29.594859,"
Don't think twice about buying it for this ridiculous price, go to Valve and save 500 bucks.
",2020年6月18日 在美国审核,1,,"
Amazing headset, don't waste your money.
"
2022-05-23 14:51:29.619893,"
You shouldn't scalp
",2020年12月15日 在美国审核,1,,"
Scalping is bad
"
2022-05-23 14:51:29.633856,"
Overpriced.
",2020年5月4日 在美国审核,1,,"
This is why there is a disdain towards companies in general.
"
2022-05-23 14:51:29.642973,"
Trying to profit off of a pandemic smh
",2020年5月1日 在美国审核,1,,"
Scam
"
2022-05-23 14:51:29.658630,"
The product is a 5 star but the sales here is a big NO. Buy it straight from steam. although it takes a min more to wait, it's less on the price.
",2020年12月4日 在美国审核,3,,"
Less on steam
"
2022-05-23 14:51:29.658630,"
They be scalpin'
",2020年9月1日 在美国审核,1,,"
Scalpy boi
"
2022-05-23 14:51:39.886766,"
Greedy, nobody is gonna pay that much. Gtfo!
",2020年6月12日 在美国审核,1,,"
It is only about 1k
"
2022-05-23 14:51:39.902359,"
Scalper
",2021年6月24日 在美国审核,1,,"
Scalper
"
2022-05-23 14:51:39.902359,"
from here. Overpriced, don't do it
",2020年6月17日 在美国审核,1,,"
Don't buy this
"
2022-05-23 14:51:39.917980,"
Worth $999
",2020年8月24日 在美国审核,1,,"
NOT HERE
"
2022-05-23 14:51:39.949224,"
you blow
",2020年6月6日 在美国审核,1,,"
I hope it always feels like there is one strand of hair in your mouth you cant get out.
"
2022-05-23 14:51:39.964845,"
This is way too much. If you go on steam it will coast you 1,000 not this much money
",2020年11月7日 在美国审核,1,,"
Save your money check for the real price
"
2022-05-23 14:51:39.980481,"
just buy it from valve.
",2020年6月10日 在美国审核,1,,"
scalpy no scalping
"
2022-05-23 14:51:39.997606,"
Good headset,  it don’t support these crappy scalpers
",2020年6月21日 在美国审核,1,,"
Fantastic headset, but buy straight from valve
"
2022-05-23 14:51:40.004671,"
$2600?!
",2020年10月1日 在美国审核,1,,"
Whaaaat
"
2022-05-23 14:51:40.020322,"
dont make me laugh
",2020年5月10日 在美国审核,1,,"
you do realize that no one is gunna buy this for 2k
"
2022-05-23 14:51:50.212306,"
Over priced
",2020年5月5日 在美国审核,2,,"
Over pr
"
2022-05-23 14:51:50.227929,"
its only 1000 over there
",2020年11月26日 在美国审核,1,,"
its amazing but order from steam
"
2022-05-23 14:51:50.243549,"
get lost
",2021年4月15日 在美国审核,1,,"
scalper
"
2022-05-23 14:51:50.259204,"
Don't buy this, as doing so supports price scalping
",2020年11月15日 在美国审核,1,,"
Scalping
"
2022-05-23 14:51:50.275123,"
Dislike: the price
",2020年12月16日 在美国审核,1,,"
Don't overpay. Buy it on Steam.
"
2022-05-23 14:51:50.291441,"
waaaay overpriced
",2021年2月24日 在美国审核,1,,"
scalp
"
2022-05-23 14:51:50.307427,"
Overpriced
",2020年5月14日 在美国审核,1,,"
Worth $1000
"
2022-05-23 14:51:50.324354,"
Headset is great. The seller gets 1 star.
",2020年5月17日 在美国审核,1,,"
Not a chance....
"
2022-05-23 14:51:50.342841,"
Best be set ever,but it now!!!👀👍👍👍👍
",2020年7月30日 在美国审核,5,,"
Gghh
"
2022-05-23 14:51:50.351072,"
You know what's up. Just buy from Valve
",2020年5月22日 在美国审核,1,,"
The scalpiest scalper around
"
2022-05-23 14:52:00.616214,"
Great Headset. Sad to see amazon trying to charge this price.
",2020年12月5日 在美国审核,1,,"
Amazon overcharging
"
2022-05-23 14:52:00.631834,"
Come on man
",2020年5月13日 在美国审核,1,,"
Don’t do this
"
2022-05-23 14:52:00.647483,"
No
",2020年5月5日 在美国审核,1,,"
No
"
2022-05-23 14:52:00.663109,"
As a valve index owner, buying valve index from steam is way cheaper buying this is like buying two valve indexs. Also steam has very good warranty on the headset.
",2020年12月26日 在美国审核,1,,"
DONT BUY! BUY FROM STEAM (READ BELOW)
"
2022-05-23 14:52:00.678727,"
初めてのVRでしたが貯金に余裕あったので購入。ブレード&ソーサリーとonwardをプレイしています。5本指ちゃんと動きますよ！倒した敵に中指立てたりウイッシュしたりできるので楽しいです！（onwardではやりませんが笑）初VRだからか、ありえないくらいのリアリティに驚愕しました。画質もいい感じです。音は横のヘッドホン…と、いうよりはスピーカーから聞こえてきます。音質もいい感じだと思いますよ。耳に触れることがないので蒸れたり痒くなったりはないです。ただ、そのせいで音漏れがするので…その…えっ…エッチなゲームしたかったらやめときましょう…うん…自分は平均より頭がデカイ上にメガネまでかけているのですが、その場合はメガネを先にゴーグルの中に入れてから頭をはめると装着しやすいかもです。ちなみにこのセットに含まれているトラッカー（で、合ってる…？）を含めて、全部でコンセントが5つ必要です。（PC本体、モニター、トラッカー×2 &、VRゴーグル）自分機械音痴の呪いがかかってるので「VRってPCにUSBだけ繋げばいいんじゃないの？」って思ってたんですが、モニターと同じように特殊なケーブル（名前わからん…アシンメトリーなHDMIみたいな形してる）とオーディオ用のUSBをPCに接続して、なおかつコンセントにプラグを刺すって感じですね。部屋のコンセント4つだったんですが、トラッカーだけ延長コードにタコ足で付けたのでちゃんと遊べました。唯一がっかりした点は…そう、このセット一番の目玉となるコントローラーです。他の方は「電源ボタンの位置が悪い」とおっしゃっていますが、正直電源なんてついちゃえばどうってことないので、そこはさほど気にしなくていいです。慣れれば手元見なくても押せます。それ以上に厄介なのが、先程べた褒めした5本指のセンサーなのです。何がだめなのか。それは「かなり手汗に弱い」という点です。このセンサー、結構繊細なんですよ。親指と人差し指はボタン操作なのですが、中指、薬指、小指のセンサーがPS4コントローラーのタッチパッドみたいになってるんですよ。で、自分みたいに手汗をかきやすい人が使っていると、その手汗にセンサーが反応しているのか、手を離しているのに「掴んでいる判定」になってしまうんです。これの何が困るのかというと、たとえばonward(オンラインの戦争ゲーム)だと、敵との戦闘中に弾切れを起こしリロードをしなきゃいけないときに、銃を支えている左手が銃にひっついてしまいマガジンを取れなかったり、マップ代わりのタブレット端末などの攻撃できないアイテムを持ってる時に近くに後ろを向いてる敵を見つけても、アイテムをしまう事ができないため武器を取り出せずチャンスを逃したり、手榴弾を投げようとしたら手をパーにして腕振り回してるのにずっと握ったままで、そのまま自爆しちゃったり…ということが起きます笑Beat Saberのような握りっぱなしでも良いゲームなら問題は無いかもですが、道具をあれこれ持ち替えるタイプのゲームは別のコントローラーを使ったほうがいいですね…
",2020年12月17日 在日本审核,4,,"
買ってよかった！…けど、特に初心者はちょっと聞いて！
"
2022-05-23 14:52:00.694361,"
If Valve hasn't opened up the Index to your country, this is one of the ways to get one. The Valve Index arrived on time and is working as expected. Managed to redeemed my Half Life Alyx via steam support. Unfortunately Valve will be unable to ""tag"" the Index to your account.
",2022年1月16日 在新加坡审核,4,,"
If Valve hasn't opened up the Index to your country, this is one of the ways to get one.
"
2022-05-23 14:52:00.709970,"
ゲーム内でボタンではなく、手で物をつかめるこの体験をするためだけに13万払えるかどうかが、このおもちゃを買うかどうかの基準になると思う。ただ初めてゲームに触れた時やPS、PS2、PS3、PS4が出た時の様な感動と驚きを与えてくれる事は保証できる。フルトラッキングにするために追加で4万、十分な部屋の広さを確保する為に引っ越しで+α払って設備を万全な体制を整えたくなる位の魅力が詰まってる。いつか遠くない未来、本体からケーブルが消えて、軽くなって、外付けのトラッカーがなくなって、頭につけるやつ一つ、もしかしたら身一つでプレイできるようになるとは思うけど、早いうちから体験して置いたほうが色々多くを楽しめるんじゃないかなと思う。VR老人会開催時に、昔を懐かしむためにも今から参入を。
",2021年7月28日 在日本审核,5,,"
新しい世界が見えてくる
"
